# This file was generated with the arguments 'sampling='custom'', 'statistics=['median', 'p75', 'p90', 'p95']', 'daterange=[datetime.datetime(2015, 1, 1, 0, 0, tzinfo=<UTC>), datetime.datetime(2015, 12, 31, 23, 59, tzinfo=<UTC>)]' received at 2024-11-15 15:24:30.391848+00:00
lat,lon,value
52.388869,13.094618,67.38389215000001
41.274167,-8.376111,21.118548
53.69874,-113.22285,17.0
51.55107,9.94976,12.586295668049999
43.30277777,-1.98444444,21.02299
41.4153192904672,1.990521216,21.72062
42.46399999999999,-2.428,14.81681
52.608609,12.885194,10.07318965
50.731478,13.75145,5.9842144275
37.871111,-8.723889,4.21849
52.437165,-1.829999,16.372130671649998
46.9510019036189,7.44087126250177,58.88462638200001
50.383217,8.060998,31.407005094692327
-23.51870583,-46.74332004,nan
30.036422,-94.071061,8.6
28.0990499995529,-17.12051,10.80771
33.95507,-118.43046,19.5
43.13861,-80.29264,8.0
59.90608,10.61195,63.545680455262556
28.976989999544,-13.547584,10.284740000000001
48.376576,10.88837,28.644080274999997
51.523567,7.483597,80.2547419675
50.65389,10.76944,3.1924976
43.74561,-101.941218,1.5
40.009439999471,3.85648,6.207462
58.96165,5.7314,19.230537605664452
41.6890494414666,2.495746675,41.73189500000001
53.532075,9.832702,15.044673045000003
40.4306,-3.542400000000001,62.51944750000001
42.7261111094647,-7.45194444,23.707300000000004
43.4605599994638,-3.80861,37.913873124999995
43.0935,-8.4964,8.925220000000001
51.033834,6.451483,18.286763755000003
46.1956009059889,6.21124831844613,26.0121735775
48.182835,12.781387,13.236831050000001
40.540351,-3.645253,33.896532500000006
43.1308,-2.078,41.87132
53.36235,7.20726,14.232246843899999
51.342561,6.670195,30.2884268475
41.694342,24.738078,3.3757531
41.5441046504669,0.829933196,10.494130000000002
49.254344,6.867744,18.4125096
40.617488,-79.727664,12.0
47.298611,-101.766944,4.1
46.3864,-62.5828,1.0
52.80077,10.75673,5.469737675
50.947367,6.957701,59.150510275
51.2945,3.74948,13.147520200000002
27.897638999555,-15.445028,6.83334
52.602056,11.850274,8.791832560480001
47.67027777946561,15.860277778,4.8502322689853
52.981686,-122.493227,16.0
40.1672199994705,-3.27667,12.06304
53.0903,-114.46061,5.0
46.933754,-96.85535,6.2
50.048397,10.232076,27.638778449999997
28.4593139995492,-16.270206,15.82802
36.0670700094886,14.19715309,1.9140500000000003
50.124589,8.691911,79.32490206989786
40.3947222194698,-3.73194444,49.15817
43.322554,21.919025,37.711783555178926
43.2411,-2.8837,30.994150000000005
38.1081399994783,-4.9268,6.06625
53.758971,-0.305749,44.47384597280001
34.894054,-117.024756,36.3
50.804258,8.769324,28.296075526835427
36.694261,-121.623271,8.0
42.9536111094644,-9.18611111,6.83334
55.6942059493105,12.0888982729816,2.0290256875
54.43667,12.72528,3.6691555
47.0943611105647,15.4151111111111,26.605054567111075
50.355581,7.596583,46.94449319018625
45.2697,-66.0614,10.0
51.303772,13.009406,6.549783270000001
46.8349999994643,14.8436111111111,51.0389335683043
53.396348,12.463929,4.92981
51.312076,9.49112,69.81433648234156
50.1953620910644,15.8463764190674,31.215139999999998
32.842297,-116.768326,nan
43.84033,-105.35955,22.0
47.568236,-122.308628,nan
50.754704,6.093923,11.103784200000002
43.2505555494641,-2.155,7.6698900000000005
51.525963,6.976908,26.092087250000002
47.339925999465045,16.207863,9.577765492383351
40.35969999999999,-3.5429,43.82352250000001
37.2372199994823,-3.53417,4.0432527
39.4502777694729,-0.39638888,36.64162
38.24597549,21.73589706,44.345735000000005
52.271886,-0.879898,10.8832945986
37.59088,-77.46925,33.574999999999996
43.481501,-8.243116,12.37662
51.497195,10.791404,18.212283384882603
42.9519444394644,-3.47527777,3.4514000000000005
35.856111,-78.574167,8.5
42.814412,-70.81778299999999,7.0
51.277647,7.231895,21.211401815000002
39.8909199994714,4.252975,10.37207
-23.98129516,-46.30050959,51.848724999999995
44.980577,-74.69500500000001,3.6
58.14693999951911,7.986620000000001,39.87763899545922
4.761,-74.093,nan
51.028879,7.005063,29.634900290000004
56.2903769274682,8.42740110752183,9.5994088375
36.796667,-108.473138,8.0
54.88361,-1.406878,14.204142469775
42.7907,-110.0551,nan
47.0447222216868,15.1527777777778,22.873600940624797
40.758611,-8.567222,17.11808
39.5586111094725,-1.28138888,5.26443
41.999169999466,21.44084,18.737836098
53.46008,-2.472056,12.856705489550002
