# This file was generated from the request 'https://toar-data.fz-juelich.de/api/v2/analysis/statistics/map/?daterange=2015-01-01T00:00:00,2015-12-31T23:59:59&variable_id=19&statistics=median,p75,p90,p95&format=csv' received at 2024-11-15 14:57:16.569164+00:00
lat,lon,value
-34.56,-58.506,24.92
28.56,77.094,56.82
28.6787,77.2262,48.99
21.048,105.8,104.135
47.929732,106.888629,420.1000000000004
-6.888,107.61,78.29
23.728,90.398,99.18500000000002
47.913429,106.997907,182.0
1.298,103.78,200.1300000000004
-33.464142,-70.660797,38.0
52.16077306,21.03916667,53.5
52.1116,5.70842,23.055691666666668
40.01,116.333,176.84000000000006
31.907,34.81,30.275000000000023
53.2178,6.5789,20.68990193181819
8.484,4.675,31.5
52.17203333,22.27277778,89.81000000000002
-33.591390623022,-70.594788,31.0
47.9176056,106.9373611,210.0
-33.049743798096,-71.614167231712,20.250000000000007
47.9153833,106.8941944,216.0
-33.673752071375,-70.953064737434,25.2
52.105,5.12446,23.327592083333343
47.863943,106.779094,233.0
51.5993,-0.068218,30.0
-36.923329602986,-73.036132300941,28.456000000000017
-32.77898790221,-71.373031276855,22.465000000000007
-37.021182877699,-73.149555550926,27.21200000000001
-36.784653741124,-73.052063025795,34.205500000000015
51.5184,5.14845,23.661162309782625
-34.974925077541,-71.233967512329,25.2385
-45.579045667164,-72.049964505825,91.76000000000008
52.2966,4.51082,21.25105739583333
51.8414,5.85778,25.2415875
51.48879,-0.441614,31.5
31.21,121.44,139.0
23.12,113.32,76.40000000000009
-22.087,-70.193253,20.817000000000007
51.45258,0.070766,24.0
51.5210467476039,-0.213492139585065,24.0
51.46603,0.184806,28.0
51.425286,-0.345606,20.0
-36.601713211434,-72.958522830688,32.35000000000004
-37.463035064801,-72.324575155457,66.87100000000002
-22.063792,-70.185945,72.20200000000003
-22.111064,-70.210828,48.666500000000006
-33.365775677885,-70.748288055225,33.0
-22.44283906304,-68.932546346863,32.715
-36.616167751711,-72.093040558483,32.502500000000005
-38.725302444781,-72.571192550926,30.185000000000045
-53.158295492238,-70.921497482453,9.47
-28.469998068842,-71.219652562817,16.107000000000063
-38.74869912298,-72.620788228172,34.048
-29.933006518748,-71.261966365967,25.46
-27.370329154948,-70.323906678352,26.82800000000001
-22.460270722943,-68.937706917007,13.685
-33.422301,-70.651162,33.0
-36.594880886514,-72.089253650482,32.981000000000016
47.922495,106.794805,423.0
-22.888724142633,-69.318140714844,14.0
-33.492848789461,-70.719440279762,31.40000000000009
-33.433089610143,-70.732147868717,31.0
-33.547099645619,-70.666204101852,41.0
-34.143888375919,-70.737131207664,33.399
-33.516630362266,-70.588123961971,34.0
-35.406582744695,-71.633396474869,16.160000000000014
-33.437811379126,-70.750171233135,29.0
-33.020419817382,-71.550092842922,53.51800000000003
-39.831316104673,-73.22851282209,49.58
-34.162314609087,-70.713919225517,23.26800000000001
-38.764767451719,-72.598795682209,50.324000000000005
-35.435141887663,-71.678261499336,20.13250000000003
-23.61354215815,-70.383315682411,18.881000000000007
-33.37677352033,-70.523326784061,31.0
-35.435725588722,-71.619553864003,20.44200000000001
-45.57996447948,-72.061125987766,99.6
-40.584478665958,-73.11871982209,50.61000000000005
-33.047466597243,-71.434512871895,15.656000000000004
52.2015,4.98744,20.87514208333334
51.5935,4.82494,25.95210791666667
51.8382,5.85694,23.336616250000013
51.9271,4.46134,28.74858737318844
-37.471182288689,-72.36146284977,27.89950000000001
51.9142,4.47992,28.183162500000005
51.4074,5.39333,21.403384191666667
52.2345,6.91949,22.389810541666684
-18.483427991456,-70.290550727043,18.411000000000005
-35.836942234921,-71.592865853985,14.11
-29.970390235273,-71.336038250122,16.43
-22.462144644634,-68.92806169339,26.617500000000003
47.928444,106.930189,834.2500000000007
17.443464,78.47489,122.0
22.547142,88.351048,353.25
52.22517222,21.89311111,54.4
-36.735998,-73.118693,35.872
52.55094028,19.70527778,52.440000000000005
52.21929306,21.00583333,77.20000000000009
-6.236585,106.793335,64.85000000000005
-6.182382,106.834094,57.5
21.02177,105.819002,191.5900000000001
-32.2716667,150.8858333,8.6
52.19172722,20.83888889,82.95000000000006
51.39909556,21.13916667,69.88000000000004
52.40757694,20.95555556,106.96000000000004
52.29085889,21.03916667,57.34000000000005
28.598096,77.189066,418.50000000000034
51.406968,6.965643,31.32235000000001
49.444516,10.316582,28.29400000000001
48.95218,10.59772,28.87
53.564399,9.94458,41.00400000000002
49.783942,6.690488,34.548187255
49.351143,8.423005,36.293067552
52.401352,13.059945,35.096000000000004
53.064262,14.285139,37.9335
52.146264,14.638166,41.17300000000003
51.756476,14.327998,36.19
52.337336,14.538595,38.931
52.409309,12.548376,35.22400000000002
52.563835,14.015252,32.53
52.393932,13.037474,35.33550000000001
52.420442,12.552303,34.383500000000005
52.832467,13.822211,39.69200000000001
52.99875,11.73846,26.5
51.746344,14.33455,33.89700000000004
52.608609,12.885194,32.71600000000002
52.677651,13.582269,36.37650000000004
52.388869,13.094618,35.84800000000003
51.5645,14.3764,31.57800000000001
52.349703,13.424304,36.38700000000001
49.304889,10.572297,30.743000000000027
50.058195,12.18865,32.97
49.869422,9.171544,31.22
49.991518,9.117973,30.12700000000001
48.376576,10.88837,31.84150000000001
49.89833,10.887686,31.020500000000013
48.177175,12.829314,32.87
50.260578,10.959312,28.649500000000007
48.769444,11.428766,31.5475
48.909518,11.879245,32.031000000000006
47.72514,10.306561,27.241500000000013
47.554391,9.690021,33.06
48.137252,11.564924,31.35
48.154534,11.554669,29.102000000000043
48.853211,11.777818,31.155
