iter	TotalF1	MultiClass
292	0.7636831034	0.5499243653
293	0.7639245969	0.5497775088
294	0.7639768442	0.5496718892
295	0.7638604116	0.5495094675
296	0.7639403682	0.5494253759
297	0.7643599948	0.5492808559
298	0.7646590582	0.5491112137
299	0.7645393362	0.5489404365
300	0.764413014	0.5487925293
301	0.7644929636	0.5485321454
302	0.7643711917	0.5483607073
303	0.7644863721	0.5482217878
304	0.7646690098	0.5480415764
305	0.7649292173	0.5479194804
306	0.7650091377	0.5477778265
307	0.7651864126	0.547647193
308	0.7651864126	0.5475787673
309	0.7650667165	0.5473943113
310	0.7657424172	0.5472390573
311	0.7656869149	0.5471022835
312	0.7655144327	0.5467452798
313	0.7659374857	0.5464701586
314	0.7661756413	0.546306271
315	0.7660748865	0.5461296965
316	0.7658998826	0.5460047482
317	0.7662608885	0.5459093101
318	0.7663804832	0.5458948759
319	0.7664912284	0.5457285092
320	0.766799047	0.5455114305
321	0.7665587403	0.5453517098
322	0.7665698372	0.5452021655
323	0.7668078787	0.5451401345
324	0.7672076539	0.5448445218
325	0.7674801724	0.5446885054
326	0.7676563366	0.5444916001
327	0.7672986525	0.5442417461
328	0.7673019146	0.5439583308
329	0.7672344841	0.5438567227
330	0.7678385456	0.5435354642
331	0.7677190099	0.5434074306
332	0.7680798669	0.5432556297
333	0.7681198511	0.5430952414
334	0.7687521721	0.5427692176
335	0.7686365711	0.5426754107
336	0.7684243138	0.5423230766
337	0.7686480479	0.5420151428
338	0.7687089367	0.5419087272
339	0.7688224899	0.5417334669
340	0.7685207557	0.5412991671
341	0.7689764432	0.540908547
342	0.7692091283	0.5407369128
343	0.7686853148	0.5404346158
344	0.7682328457	0.5400519887
345	0.7686374442	0.5398705631
346	0.7695211403	0.5396097943
347	0.7696511214	0.5394838859
348	0.7698909299	0.5391639201
349	0.7701537406	0.5389244747
350	0.7701109352	0.5388338224
351	0.7701911188	0.5384790645
352	0.7707170196	0.5382190441
353	0.7704747135	0.5380924615
354	0.7708450078	0.5379147877
355	0.7707841356	0.5378776758
356	0.7707841356	0.5378195002
357	0.7708428041	0.5376981196
358	0.7710574324	0.53756847
359	0.7710574324	0.53756145
360	0.7710574324	0.5375535787
361	0.7708769841	0.5374213793
362	0.7708769841	0.5374005399
363	0.7709324805	0.5373562324
364	0.7708160969	0.5372849566
365	0.7708769841	0.537263607
366	0.7709748502	0.5370179079
367	0.7707921435	0.5368595305
368	0.7711921686	0.5367512996
369	0.7714149194	0.5366223162
370	0.7713562257	0.5365299807
371	0.7717454968	0.5363680557
372	0.7717454968	0.5363618508
373	0.7715017529	0.5362507252
374	0.7715043938	0.536070044
375	0.7715460107	0.5358412694
376	0.7717874089	0.5357732917
377	0.7720946794	0.5354734748
378	0.7719345745	0.5352726377
379	0.7718736306	0.5351500492
380	0.7719930697	0.5350405255
381	0.7719007287	0.5347660827
382	0.7718822095	0.5346872374
383	0.7721015695	0.5343624108
384	0.7720406451	0.5341765651
385	0.7717470259	0.5340501056
386	0.772087827	0.5339225883
387	0.772087827	0.5339039327
388	0.7724796646	0.5335207256
389	0.7724796646	0.5335154368
390	0.7727497481	0.5333984262
391	0.7728107051	0.5333805244
392	0.7728499738	0.5332193084
393	0.7725813923	0.5329975846
394	0.7725926739	0.5329098188
395	0.7726041483	0.5328318901
396	0.7726650942	0.5326341977
397	0.7726650942	0.5326287155
398	0.7731898644	0.5325127487
399	0.7733206079	0.5324066129
400	0.7731451704	0.5323527961
401	0.7732957681	0.532228317
402	0.7732175311	0.5321271993
403	0.7737245363	0.5318584028
404	0.7736025446	0.5317170905
405	0.7736025446	0.5317108546
406	0.773919584	0.531360444
407	0.7740205879	0.531179382
408	0.7737511811	0.5311422479
409	0.7737511811	0.5309675255
410	0.7738034346	0.5308337933
411	0.7742990204	0.5306048377
412	0.7743599968	0.5305749476
413	0.7747064056	0.5303481833
414	0.7747851983	0.5302673553
415	0.7747242309	0.5301684836
416	0.7747547334	0.5301251895
417	0.7748131448	0.5299609555
418	0.7748772106	0.5297472418
419	0.7748772106	0.5297294634
420	0.774938177	0.5296424706
421	0.774740039	0.5293737638
422	0.7750882523	0.5292338766
423	0.7754401436	0.5291806038
424	0.7754401436	0.5291757137
425	0.7754458666	0.5290785583
426	0.7751644306	0.52889326
427	0.7751644306	0.5287455298
428	0.7750841339	0.5285890432
429	0.7751394475	0.5285720349
430	0.7753473509	0.5284279621
431	0.7753473509	0.5284151299
432	0.7755799347	0.5283814536
433	0.7755799347	0.5283693707
434	0.7756409112	0.5283535388
435	0.7756409112	0.5283007067
436	0.7755799347	0.5282153744
437	0.7755799347	0.5282060401
438	0.7748765115	0.528048829
439	0.7749557775	0.5277669543
440	0.7749557775	0.5277623253
441	0.7752050871	0.5276414471
442	0.7756205079	0.5273319519
443	0.7759662316	0.5271609665
444	0.7757889974	0.5270633325
445	0.7757889974	0.526927064
446	0.7759139524	0.5266332294
447	0.7756964464	0.5264653747
448	0.7756964464	0.52645983
449	0.7760364833	0.5262752394
450	0.7761527333	0.5261666218
451	0.7762261516	0.5259006494
452	0.776100502	0.5257686672
453	0.7764548432	0.5255802849
454	0.7763758398	0.5255646386
455	0.7764611327	0.5253845668
456	0.776623331	0.5253032033
457	0.7766936644	0.5251091299
458	0.7771615737	0.5249759509
459	0.7771615737	0.5249707294
460	0.777262854	0.5249535378
461	0.7776171361	0.5247274612
462	0.7775561731	0.5246914494
463	0.7778432152	0.5243830881
464	0.7779739333	0.5243102956
465	0.7780405695	0.5241418115
466	0.7780343237	0.5241146316
467	0.7780343237	0.5241097717
468	0.7780196023	0.5238279931
469	0.7778424113	0.5237310358
470	0.7778480158	0.523621532
471	0.7779238635	0.5234778184
472	0.7782054355	0.523296963
473	0.7783247272	0.5232929597
474	0.778388198	0.5230963969
475	0.778562814	0.5228862234
476	0.7790153509	0.5227294679
477	0.7790153509	0.5227255804
478	0.7790153509	0.5227208527
479	0.7792477783	0.5226726832
480	0.7792477783	0.5226693261
481	0.7792477783	0.5223800083
482	0.7792477783	0.5223764037
483	0.7792477783	0.5223727334
484	0.7792477783	0.5223693405
485	0.7792882337	0.5222586287
486	0.7792882337	0.5222551199
487	0.7791690215	0.5222518386
488	0.7791690215	0.5222486671
489	0.7791930325	0.5220791307
490	0.7791930325	0.5220758843
491	0.7791930325	0.5220720047
492	0.7791930325	0.5220681635
493	0.77941634	0.5219698308
494	0.7793788824	0.5217935781
495	0.7787460809	0.5216172873
496	0.7786851548	0.5214945973
497	0.7787312718	0.5213317215
498	0.7786703444	0.521194073
499	0.77888485	0.5211064259
500	0.77888485	0.5210091644
501	0.7791812713	0.5209853617
502	0.7789835895	0.5208621614
503	0.7796046874	0.5206755566
504	0.7800428731	0.5203622409
505	0.7804060879	0.5200331601
506	0.7805684737	0.5200144522
507	0.7805684737	0.5200109888
508	0.7803913106	0.5199918054
509	0.7804522921	0.5199889969
510	0.7804522921	0.5199709135
511	0.7804701789	0.5196515698
512	0.7805490037	0.5194955853
513	0.7805490037	0.519493207
514	0.7805490037	0.5194916464
515	0.7805490037	0.5194890582
516	0.7804759511	0.5193567361
517	0.7811266127	0.5191504877
518	0.7810073627	0.5191467506
519	0.7810073627	0.5191409144
520	0.7809521491	0.519088259
521	0.7809343136	0.5188450667
522	0.7809895517	0.518760804
523	0.7812249877	0.5185293001
524	0.7814248175	0.5183374813
525	0.7814100419	0.5181943853
526	0.7815980669	0.5179886967
527	0.7816738211	0.5178017848
528	0.7816738211	0.5177980308
529	0.7817290166	0.5177417992
530	0.782060859	0.5176635388
531	0.7821248991	0.5176088833
532	0.7825343856	0.5174601095
533	0.7821098848	0.5173554113
534	0.7820546351	0.517281258
535	0.781935715	0.5171803481
536	0.7823425364	0.5169412808
537	0.7822233264	0.5169118031
538	0.782287107	0.5167580923
539	0.7822793759	0.5165756664
540	0.7822793759	0.516572541
541	0.7822183761	0.5165406408
542	0.7816610211	0.5163469354
543	0.7817624885	0.5163378757
544	0.7817624885	0.5163350002
545	0.7817624885	0.5163326485
546	0.7821665222	0.5162915779
547	0.7820855303	0.5160860716
548	0.7823148112	0.5158475941
549	0.7823148112	0.5158389921
550	0.7825413693	0.515670197
551	0.7826575279	0.5155105276
552	0.7827008252	0.5152923346
553	0.7828170103	0.5150639174
554	0.7828170103	0.5150610541
555	0.7829362143	0.5150315941
556	0.783229527	0.5148100558
557	0.783229527	0.5148077222
558	0.783229527	0.5147998692
559	0.7831713687	0.5146145303
560	0.783290291	0.5144573311
561	0.7836853461	0.5143831139
562	0.7837524373	0.514273393
563	0.7836363083	0.51427053
564	0.7836363083	0.5142677985
565	0.7836363083	0.514264309
566	0.783746361	0.5142019025
567	0.7838067696	0.5140138103
568	0.7837113253	0.5138660544
569	0.7837113253	0.5138634506
570	0.7838274465	0.5138432139
571	0.7838403634	0.5136520091
572	0.7836573339	0.5135796326
573	0.7839969917	0.5135549401
574	0.7840113206	0.5132372961
575	0.7841504328	0.5130735114
576	0.7842114605	0.5129629518
577	0.7843305813	0.5129619615
578	0.7843305813	0.5129594799
579	0.7842145098	0.5128628658
580	0.7842173993	0.5127262142
581	0.784928871	0.5124273201
582	0.7848617914	0.5123183509
583	0.7850388994	0.5121132423
584	0.7849228138	0.5119926717
585	0.7852770326	0.5118208935
586	0.7852770326	0.5118198864
587	0.7852770326	0.511818372
588	0.7851205912	0.5115316177
589	0.7853626793	0.5114239949
590	0.7857108305	0.51128168
591	0.7855337544	0.5111217666
592	0.7855337544	0.5111199061
593	0.7855337544	0.5111177723
594	0.7855337544	0.5110425172
595	0.7862450668	0.5107820307
596	0.7861229591	0.5106827588
597	0.7860618995	0.5106021332
598	0.7860618995	0.5105999099
599	0.7860618995	0.5105990835
600	0.7861229591	0.5105982016
601	0.7861229591	0.5105968733
602	0.7864017394	0.510486419
603	0.7861778993	0.5104794362
604	0.7861311105	0.510303827
605	0.7861311105	0.5103017131
606	0.786046592	0.5101077898
607	0.785985532	0.5100253534
608	0.7860389127	0.5098848774
609	0.7865647601	0.5095669272
610	0.7865647601	0.509566183
611	0.7871159893	0.5094600821
612	0.7871159893	0.5094580376
613	0.7868842062	0.5094301101
614	0.7866539366	0.5093526544
615	0.7867764204	0.5092948876
616	0.7866539366	0.509229671
617	0.7866539366	0.5092289752
618	0.7867728812	0.5092022947
619	0.7867088102	0.5089302171
620	0.7867088102	0.5088965471
621	0.7867088102	0.5088949881
622	0.7867088102	0.5088844516
623	0.7868105432	0.5088826427
624	0.7869937854	0.508726118
625	0.7872464204	0.5084560664
626	0.7876720097	0.5082160606
627	0.7876720097	0.5082141431
628	0.7876171658	0.5081901788
629	0.7876171658	0.5081886964
630	0.7876171658	0.5081872396
631	0.7876171658	0.508185678
632	0.7876171658	0.5081838654
633	0.7879054595	0.5079965034
634	0.7879054595	0.5079950819
635	0.788035116	0.5078654349
636	0.788035116	0.5078624875
637	0.788035116	0.5078609102
638	0.7883110837	0.5076156741
639	0.7883110837	0.5076143323
640	0.7883455827	0.507428769
641	0.7882437453	0.507422178
642	0.7882437453	0.5074204486
643	0.7884643447	0.5073957677
644	0.788508517	0.5072223867
645	0.7882907604	0.5071471178
646	0.7882907604	0.5071457721
647	0.788328635	0.5070856857
648	0.7882126909	0.5070035327
649	0.7882126909	0.5069972443
650	0.7884972983	0.5067968905
651	0.7884531854	0.5066027134
652	0.788276657	0.5065496259
653	0.7885176608	0.5064492295
654	0.788398837	0.5064475429
655	0.7886364785	0.5063606394
656	0.7889224532	0.506103443
657	0.7885142869	0.5059254154
658	0.7886912778	0.5058133172
659	0.7885113857	0.5057294049
660	0.7885113857	0.5057277493
661	0.7888042975	0.5055645254
662	0.7888484934	0.5055302718
663	0.789083163	0.5054359807
664	0.7889672568	0.5052707018
665	0.7889672568	0.5051970247
666	0.789289317	0.5049479439
667	0.7891705749	0.5049431164
668	0.7892436651	0.5047896522
669	0.7890604274	0.5046747241
670	0.7891215104	0.5046737487
671	0.7891215104	0.5046706906
672	0.7891215104	0.5046697331
673	0.7891215104	0.5046521758
674	0.7891215104	0.5046509519
675	0.7891215104	0.5046463886
676	0.7895427822	0.5043800692
677	0.7895427822	0.5043785509
678	0.7896615748	0.5042997887
679	0.7896615748	0.5042300337
680	0.7896615748	0.5042256674
681	0.7895520364	0.5042154832
682	0.7894298927	0.5041219983
683	0.7894298927	0.5041204998
684	0.7894358662	0.5040915099
685	0.7895486709	0.5039768973
686	0.7894328294	0.5039526757
687	0.7894328294	0.503949235
688	0.7894817128	0.5039011562
689	0.7897135087	0.5037919213
690	0.7897135087	0.5037907433
691	0.7897135087	0.5037864024
692	0.7897805433	0.5037330022
693	0.7891822936	0.5034966819
694	0.7894614619	0.5032342995
695	0.7894614619	0.5032322536
696	0.7898620411	0.5031396232
697	0.7898620411	0.5031364225
698	0.7897572188	0.5029701233
699	0.7898183071	0.5028506006
700	0.7898183071	0.502846268
701	0.7903352758	0.502741052
702	0.790338147	0.5026799333
703	0.7904628585	0.5024710049
704	0.790338147	0.5023684358
705	0.7904722107	0.5022823993
706	0.7904722107	0.5022810623
707	0.7902484243	0.5021050062
708	0.7901524253	0.5020050582
709	0.7901692334	0.5018350408
710	0.7902450615	0.5017047281
711	0.7905508762	0.5016167117
712	0.7905508762	0.501612762
713	0.7905159941	0.5015853322
714	0.790454909	0.5015195427
715	0.7905159941	0.5015176398
716	0.7904198044	0.5013128863
717	0.7904198044	0.5013120881
718	0.7904198044	0.5013091564
719	0.7905011836	0.5012101908
720	0.7905011836	0.5012064719
721	0.7905011836	0.5012052519
722	0.7905011836	0.5012015107
723	0.7905011836	0.5011975122
724	0.7904400882	0.5011889049
725	0.7908471329	0.5010850673
726	0.7909431591	0.5010233454
727	0.7909431591	0.5010223014
728	0.7907224467	0.5008347706
729	0.7907224467	0.5008289594
730	0.7906613495	0.50081365
731	0.7909536124	0.5007012076
732	0.7909536124	0.5006984451
733	0.791371509	0.500489927
734	0.791195188	0.5002908772
735	0.7910321098	0.5002350435
736	0.7912552145	0.5000588367
737	0.7915543761	0.4999211936
738	0.7914385397	0.4999199153
739	0.7914385397	0.4999186567
740	0.7913571761	0.4998303919
741	0.7914657048	0.4996277444
742	0.7914657048	0.4996267428
743	0.7916490362	0.4995629475
744	0.7916490362	0.4995617364
745	0.7915879295	0.4995078803
746	0.7918196977	0.4994788167
747	0.7917101392	0.499332503
748	0.7917712385	0.4991851769
749	0.7917851504	0.4990920857
750	0.7921355857	0.4989223258
751	0.7922375943	0.4988741117
752	0.7922987081	0.498872929
753	0.7922987081	0.4988712389
754	0.7919916399	0.49870946
755	0.7920877783	0.4985619281
756	0.7919107151	0.4985237213
757	0.7920598321	0.4983051549
758	0.7920598321	0.4983039953
759	0.7922949713	0.4981831567
760	0.7925120782	0.4980777437
761	0.7925120782	0.4980754298
762	0.7925120782	0.4979870446
763	0.792791115	0.497852607
764	0.792791115	0.4978250295
765	0.792791115	0.4978241115
766	0.7930932665	0.4976031096
767	0.7930932665	0.4974865632
768	0.7931040945	0.4973373813
769	0.7931040945	0.4973364558
770	0.7931040945	0.4973350121
771	0.7932802589	0.4971932746
772	0.7932729389	0.4971433939
773	0.7932117875	0.4971236543
774	0.7932117875	0.4970768681
775	0.7929910499	0.4968821621
776	0.7932803763	0.4968382152
777	0.7933823959	0.4967432927
778	0.7933650782	0.4966037418
779	0.7933650782	0.4966027179
780	0.7931852064	0.4965546184
781	0.7931852064	0.4965263638
782	0.7931852064	0.4965230872
783	0.7931852064	0.4965224407
784	0.7934234267	0.496358311
785	0.793484588	0.4962301191
786	0.7939026378	0.4960329496
787	0.7939026378	0.4960294261
788	0.7939026378	0.4960226739
789	0.7937228053	0.4959857178
790	0.7937228053	0.4959847276
791	0.7939026378	0.4958597403
792	0.7939026378	0.4958154186
793	0.7937344498	0.4956297817
794	0.7940774543	0.495607301
795	0.7939637923	0.4955455005
796	0.7939637923	0.4955441004
797	0.7938451123	0.4955178704
798	0.7939637923	0.4954903228
799	0.794075033	0.4953542035
800	0.7941361914	0.4953168361
801	0.7941973462	0.4952145477
802	0.7944318655	0.4951690286
803	0.7944318655	0.4951672972
804	0.7944894928	0.4949249989
805	0.7943096411	0.4948260633
806	0.7943096411	0.4948219661
807	0.7943817956	0.4946274319
808	0.79459511	0.4944761374
809	0.79459511	0.4944750769
810	0.7948434949	0.4943561979
811	0.7945599832	0.4941529603
812	0.7945599832	0.4941497091
813	0.7946758248	0.4939586844
814	0.7946758248	0.4939492406
815	0.7946758248	0.4939453918
816	0.7946758248	0.4939439001
817	0.7946758248	0.4939411223
818	0.7946758248	0.4939401221
819	0.7947991088	0.4939012078
820	0.7950170376	0.4938329314
821	0.7950170376	0.493765157
822	0.7952042687	0.4936229046
823	0.7955572787	0.4935027685
824	0.7955572787	0.4935011533
825	0.7955572787	0.4934978174
826	0.7954386903	0.4934734345
827	0.7954461532	0.4933825147
828	0.7955647366	0.4933268164
829	0.7955647366	0.4933263997
830	0.7954961203	0.4932896583
831	0.7954961203	0.4932888513
832	0.7953775347	0.4932684237
833	0.7954933865	0.4931454357
834	0.7954933865	0.4931438222
835	0.7956768576	0.4931329428
836	0.7956768576	0.4931324121
837	0.7957927181	0.4929198512
838	0.7957927181	0.4929187955
839	0.7960096236	0.4927126508
840	0.7960096236	0.4926718262
841	0.7960096236	0.4926094023
842	0.7957851317	0.4923990304
843	0.7957851317	0.4923959739
844	0.7958463068	0.4922779564
845	0.795887263	0.4921152456
846	0.7956666	0.4920437276
847	0.7954926783	0.4919312464
848	0.7956559581	0.4919009276
849	0.7958356851	0.4917730018
850	0.7957816344	0.4916547123
851	0.7961971434	0.491543356
852	0.796258351	0.4914213549
853	0.7962966767	0.4913450593
854	0.7962966767	0.491344031
855	0.7963578936	0.4913068439
856	0.7963578936	0.4913036408
857	0.7963578936	0.4913027497
858	0.7963578936	0.491302243
859	0.7963578936	0.491277521
860	0.7963578936	0.4912767903
861	0.7964529566	0.4911578308
862	0.7965551365	0.4910784885
863	0.7966749912	0.4909057149
864	0.7971203855	0.4907345444
865	0.7969500763	0.490646266
866	0.7969500763	0.4905121803
867	0.7970055476	0.4903689842
868	0.7971213268	0.4902320043
869	0.7971213268	0.4902075795
870	0.7971213268	0.4902066072
871	0.7973008245	0.4901442054
872	0.7973008245	0.4901433345
873	0.7974165801	0.4900220806
874	0.7977342886	0.489730522
875	0.7977342886	0.4897295045
876	0.7980024152	0.4895803745
877	0.798063668	0.4895258292
878	0.7977777118	0.4894539908
879	0.7978798986	0.4893913917
880	0.7978866414	0.4892177416
881	0.7979529712	0.4890627854
882	0.7977146747	0.488969496
