lat,lon,area_code,type_of_area,type_of_area_pred_rf,type_of_area_pred_cboost,type_of_area_pred_lgbm,type_of_area_pred_voting
-37.5647,149.152313,openaq_7393,unknown,rural,rural,rural,rural
50.715089,22.405266,openaq_221826,unknown,urban,urban,urban,urban
26.2906,-80.0969,openaq_920,unknown,suburban,suburban,suburban,suburban
49.301472,-123.020417,100121,unknown,suburban,suburban,urban,suburban
-20.7167,139.492,openaq_6475,unknown,rural,suburban,suburban,suburban
31.93111111111111,131.37055555555557,jp45201530,unknown,suburban,urban,urban,urban
48.1610363883555,16.3929202777778,AT90LAA,unknown,urban,urban,urban,urban
46.1130523694636,24.2294426,openaq_10736,unknown,urban,urban,urban,urban
-33.627572,19.468172,openaq_225533,unknown,urban,urban,urban,urban
-23.7937,151.16,openaq_6451,unknown,rural,rural,rural,rural
49.03056,-122.37611,101001,unknown,suburban,suburban,suburban,suburban
46.926884,-114.096161,openaq_7028,unknown,rural,rural,rural,rural
36.44027777777777,140.58972222222224,jp08341010,unknown,suburban,suburban,suburban,suburban
22.5328,113.024,openaq_6566,unknown,urban,urban,urban,urban
6.1455002,-75.6212616,openaq_10547,unknown,urban,urban,urban,urban
24.954208,121.204981,openaq_10718,unknown,urban,urban,urban,urban
37.056666666666665,140.96166666666664,jp07204440,unknown,rural,rural,rural,rural
48.773072,8.220214,openaq_4495,unknown,suburban,urban,suburban,suburban
28.699793,77.165453,openaq_8915,unknown,urban,urban,urban,urban
52.39096,16.998048,openaq_355868,unknown,urban,urban,urban,urban
19.4824,-99.2435,openaq_2056,unknown,urban,urban,urban,urban
46.3864,-62.5828,020401,unknown,rural,rural,rural,rural
30.6764,104.1419,openaq_9992,unknown,urban,urban,urban,urban
31.7878,-106.6828,openaq_1978,unknown,rural,rural,rural,rural
43.13861,-80.29264,061402,unknown,suburban,suburban,suburban,suburban
13.7716446,100.4681128,openaq_368406,unknown,urban,urban,urban,urban
26.131256,-80.167847,openaq_2022,unknown,urban,suburban,urban,urban
18.428388,-66.141657,openaq_345,unknown,suburban,suburban,suburban,suburban
26.8576,100.2143,2598A,unknown,urban,urban,urban,urban
48.2089060892581,16.3738621782318,openaq_2753,unknown,urban,urban,urban,urban
50.019053,21.369344,openaq_61944,unknown,rural,suburban,urban,suburban
-33.955861,18.513111,openaq_299807,unknown,urban,suburban,urban,urban
49.337031,-117.698275,106401,unknown,suburban,suburban,suburban,suburban
43.662933,-79.451538,060418,unknown,urban,urban,urban,urban
33.006268,-110.786484,openaq_604,unknown,rural,rural,rural,rural
48.3863972226844,-4.48681534959177,openaq_3577,unknown,urban,urban,urban,urban
30.66,117.49,2916A,unknown,urban,urban,urban,urban
36.11527777777778,139.1861111111111,jp11408010,unknown,suburban,suburban,suburban,suburban
35.44333333333333,139.36805555555557,jp14212020,unknown,urban,urban,urban,urban
52.2989,-113.7942,openaq_390,unknown,urban,urban,urban,urban
42.98917,-81.22417,060901,unknown,urban,urban,urban,urban
19.611915,-155.055038,openaq_8643,unknown,rural,rural,rural,rural
37.4623,118.4978,openaq_43599,unknown,urban,urban,urban,urban
40.3,-85.245556,openaq_1245,unknown,rural,rural,rural,rural
-26.845083,27.855778,openaq_225417,unknown,urban,urban,urban,urban
24.7121,108.2134,2516A,unknown,rural,rural,urban,rural
33.5698,114.0055,openaq_9123,unknown,urban,urban,urban,urban
47.818061812709,13.0299733646252,openaq_2765,unknown,urban,urban,urban,urban
41.77833333333333,140.73555555555555,jp01202100,unknown,urban,urban,urban,urban
36.55722222222222,140.62555555555556,jp08202050,unknown,urban,urban,urban,urban
34.71555555555556,135.00055555555556,jp28108020,unknown,urban,urban,urban,urban
42.8881,129.3964,openaq_8959,unknown,suburban,suburban,suburban,suburban
31.4741,104.7778,openaq_10184,unknown,urban,suburban,urban,urban
51.2853,-113.4376,093401,unknown,rural,rural,rural,rural
34.7425,134.8763888888889,jp28210520,unknown,urban,urban,urban,urban
12.671521,101.275875,openaq_225690,unknown,urban,suburban,urban,urban
19.304686,97.970999,openaq_225648,unknown,suburban,suburban,urban,urban
31.291294,-110.951508,openaq_270698,unknown,urban,suburban,urban,urban
43.5518999994638,-5.918,openaq_3836,unknown,urban,urban,urban,urban
43.9317,116.1042,2202A,unknown,suburban,urban,urban,urban
43.16667,-81.68333,062401,unknown,suburban,suburban,suburban,suburban
-36.594880886514,-72.089253650482,openaq_767,unknown,urban,urban,urban,urban
33.9447,118.3225,3191A,unknown,urban,urban,urban,urban
32.177124,34.935725,openaq_11093,unknown,urban,urban,urban,urban
44.051944,8.206944,openaq_221493,unknown,urban,urban,urban,urban
54.05389,-128.671436,103901,unknown,suburban,suburban,urban,suburban
26.6272,118.1756,2334A,unknown,urban,urban,urban,urban
32.1731,-110.9797,openaq_2108,unknown,suburban,suburban,suburban,suburban
34.0506,-118.4553,openaq_1410,unknown,urban,suburban,urban,urban
25.5811,100.2171,2615A,unknown,urban,urban,urban,urban
43.5383075331057,5.18528243245323,openaq_2706,unknown,suburban,suburban,rural,suburban
37.1013,79.9117,2702A,unknown,urban,urban,urban,urban
34.280277777777776,133.78555555555556,jp37202030,unknown,urban,urban,urban,urban
51.236194200299,4.38522368445472,BELAL01,unknown,urban,urban,suburban,urban
55.7348085,37.8583166,openaq_5135,unknown,urban,urban,urban,urban
34.7837,117.2852,1638A,unknown,urban,urban,urban,urban
34.37888888888889,132.46805555555557,jp34201020,unknown,urban,urban,urban,urban
35.85666666666667,139.54916666666668,jp11235010,unknown,urban,urban,suburban,urban
29.0002662,76.9997466,openaq_6971,unknown,urban,urban,urban,urban
39.1587,117.764,1026A,unknown,urban,suburban,urban,urban
27.7844,114.3956,openaq_10364,unknown,suburban,urban,urban,urban
36.14333333333333,136.26833333333337,jp18364010,unknown,urban,urban,urban,urban
35.555,140.37194444444447,jp12213010,unknown,suburban,suburban,suburban,suburban
-26.822775,27.826179,openaq_225429,unknown,suburban,suburban,suburban,suburban
-37.79619,148.534134,openaq_7472,unknown,rural,rural,rural,rural
35.272,113.884,2390A,unknown,urban,urban,urban,urban
36.0075,-115.263056,openaq_12027,unknown,suburban,suburban,suburban,suburban
-27.4379,153.15,openaq_6473,unknown,suburban,suburban,suburban,suburban
28.2642,117.0564,2358A,unknown,urban,urban,urban,urban
52.473192,13.225144,openaq_4582,unknown,rural,rural,rural,rural
50.4494559994731,2.9,openaq_5707,unknown,suburban,suburban,suburban,suburban
-26.68674,28.008496,openaq_230811,unknown,rural,rural,rural,rural
38.706,-92.093,openaq_262,unknown,rural,rural,rural,rural
18.987583333333,-98.250388888889,openaq_8109,unknown,urban,urban,urban,urban
45.815681,-120.813689,openaq_7894,unknown,rural,rural,rural,rural
54.691482,-127.054334,104601,unknown,rural,rural,rural,rural
36.91083333333333,140.775,jp07204030,unknown,urban,urban,urban,urban
40.0031,116.407,1011A,unknown,urban,urban,urban,urban
49.3,-123.02,openaq_311358,unknown,suburban,suburban,suburban,suburban
53.28,-6.358611,openaq_7463,unknown,urban,urban,urban,urban
41.99556,12.72639,openaq_7959,unknown,suburban,suburban,suburban,suburban
22.7925,115.3622,1695A,unknown,urban,urban,urban,urban
47.1541397801324,13.5050024868676,AT55018,unknown,rural,rural,rural,rural
45.6453,-89.4125,openaq_2263,unknown,urban,suburban,suburban,suburban
6.5499937928872,101.27999862621,openaq_2421,unknown,urban,urban,urban,urban
39.75722222222223,140.06666666666666,jp05201080,unknown,urban,urban,urban,urban
40.08455,-84.11412,openaq_1796,unknown,rural,rural,rural,rural
45.25,-73.91667,051401,unknown,rural,rural,rural,rural
46.11,-64.79,openaq_746,unknown,suburban,suburban,suburban,suburban
19.424722222222,-99.119722222222,openaq_10748,unknown,urban,urban,urban,urban
39.4682,75.9538,openaq_10332,unknown,urban,urban,urban,urban
25.035503,121.082761,openaq_3862,unknown,urban,suburban,suburban,suburban
6.0930777,-75.637764,openaq_10814,unknown,urban,urban,urban,urban
22.6058,113.1064,openaq_9975,unknown,urban,suburban,urban,urban
40.5905,110.0067,1587A,unknown,urban,urban,urban,urban
34.07972222222222,135.13722222222222,jp30204040,unknown,suburban,suburban,urban,suburban
43.193,124.388,openaq_10114,unknown,urban,suburban,urban,urban
26.2028636,91.70046436,openaq_361411,unknown,suburban,suburban,suburban,suburban
29.864581,-97.664869,openaq_8678,unknown,suburban,suburban,suburban,suburban
25.1645,121.449239,openaq_3870,unknown,urban,urban,urban,urban
32.7727,116.8305,openaq_6277,unknown,urban,suburban,urban,urban
51.4965604167321,-0.0530504472531612,openaq_225794,unknown,urban,urban,urban,urban
27.5792,-82.1383,openaq_2037,unknown,rural,rural,rural,rural
35.53305555555556,135.19972222222222,jp26205020,unknown,urban,urban,urban,urban
42.8491666594646,-2.47722222,openaq_2738,unknown,rural,rural,rural,rural
-26.107896,28.974458,openaq_230817,unknown,rural,rural,rural,rural
42.0997,-71.62,openaq_458,unknown,suburban,suburban,suburban,suburban
28.5504249,77.2159377,openaq_5586,unknown,urban,urban,urban,urban
42.9559,89.1673,2687A,unknown,urban,urban,urban,urban
50.9844,5.82223,openaq_2399,unknown,suburban,suburban,suburban,suburban
27.4494,-82.521896,openaq_1125,unknown,suburban,suburban,suburban,suburban
34.0823,113.843,openaq_43603,unknown,suburban,suburban,suburban,suburban
22.159444444444,-100.95333333333,openaq_10877,unknown,urban,urban,urban,urban
35.20888888888889,138.63222222222225,jp22207070,unknown,urban,urban,urban,urban
34.5885,119.176,1173A,unknown,urban,urban,urban,urban
38.843,105.6975,2205A,unknown,urban,urban,urban,urban
36.44805555555556,140.5077777777778,jp08342010,unknown,suburban,suburban,urban,suburban
42.24,-83.5997,openaq_1359,unknown,urban,suburban,urban,urban
35.3461,-118.8511,openaq_885,unknown,rural,rural,rural,rural
39.9369,-120.9478,openaq_658,unknown,urban,suburban,urban,urban
41.1150656368659,28.8516369602114,openaq_368969,unknown,urban,urban,urban,urban
52.96306,-122.45056,101702,unknown,suburban,suburban,suburban,suburban
-38.32676,146.326,openaq_10819,unknown,rural,rural,rural,rural
45.2803,-66.0561,040209,unknown,urban,urban,urban,urban
43.96,18.26,openaq_6177,unknown,suburban,suburban,suburban,suburban
40.993816,39.668266,openaq_6245,unknown,urban,urban,urban,urban
45.2525809994632,6.397014,openaq_3723,unknown,suburban,suburban,suburban,suburban
-29.637968,30.344507,openaq_225414,unknown,suburban,urban,suburban,suburban
43.5302972250095,5.44138313680286,openaq_4097,unknown,urban,suburban,urban,urban
40.8452,111.659,1092A,unknown,urban,urban,urban,urban
46.7702910806423,14.3658580236394,openaq_2855,unknown,suburban,suburban,urban,suburban
37.4822,121.4478,1645A,unknown,urban,urban,urban,urban
42.5725,12.961944,openaq_8438,unknown,rural,rural,rural,rural
48.998333,-116.359419,openaq_374,unknown,rural,rural,rural,rural
34.66888888888889,135.5427777777778,jp27115510,unknown,urban,urban,urban,urban
38.4772,-78.816704,openaq_2119,unknown,rural,rural,rural,rural
48.4772,-120.1906,openaq_727,unknown,rural,rural,rural,rural
55.8033388,37.5249901,openaq_5149,unknown,urban,urban,urban,urban
30.483168,-97.8723,openaq_1308,unknown,rural,rural,rural,rural
49.88333,-81.56666,066001,unknown,rural,rural,rural,rural
55.9769678,37.1495393,openaq_5156,unknown,urban,urban,urban,urban
28.5773,121.377,1257A,unknown,urban,urban,urban,urban
35.25055555555556,139.15861111111113,jp14206510,unknown,urban,urban,urban,urban
49.9025136027366,2.30460091195011,openaq_3580,unknown,urban,urban,urban,urban
31.955,119.146,1997A,unknown,suburban,urban,urban,urban
31.7308,113.3983,2453A,unknown,urban,urban,urban,urban
48.849649,-123.637031,106702,unknown,rural,rural,rural,rural
43.9469,87.4754,1492A,unknown,rural,rural,rural,rural
10.5324,76.2159,openaq_7901,unknown,urban,urban,urban,urban
38.769701,-119.792004,openaq_7779,unknown,rural,rural,rural,rural
39.7434100486098,39.495159074981,openaq_368991,unknown,urban,urban,urban,urban
47.1258333327981,13.8083333333333,AT55032,unknown,urban,urban,urban,urban
45.68167,-62.69664,030901,unknown,suburban,suburban,suburban,suburban
22.7904,108.4394,openaq_43298,unknown,suburban,urban,urban,urban
35.126111111111115,136.09444444444446,jp25204050,unknown,suburban,suburban,suburban,suburban
51.079222,-114.141828,090222,unknown,suburban,suburban,suburban,suburban
35.638599,-77.358002,openaq_2259,unknown,rural,suburban,rural,rural
25.599486,85.113666,openaq_10599,unknown,urban,urban,urban,urban
-27.5434,152.3343,openaq_5751,unknown,rural,rural,rural,rural
-26.964112,29.2232,openaq_225411,unknown,urban,urban,urban,urban
36.498835,-118.824821,06-107-1001,unknown,rural,rural,rural,rural
42.0498,121.6506,openaq_9151,unknown,urban,urban,suburban,urban
-26.252611,27.872139,openaq_225448,unknown,urban,urban,urban,urban
34.7752,111.1922,openaq_7171,unknown,urban,urban,urban,urban
45.950069,-67.477738,040801,unknown,rural,rural,rural,rural
47.50513,-52.79476,010401,unknown,suburban,urban,urban,urban
45.56911,8.18761,openaq_8420,unknown,urban,suburban,urban,urban
31.7275,113.3583,2451A,unknown,urban,urban,urban,urban
34.547777777777775,133.6686111111111,jp33202170,unknown,urban,urban,urban,urban
30.7856,106.1064,1908A,unknown,urban,urban,urban,urban
35.0532,118.3429,openaq_9043,unknown,urban,urban,urban,urban
38.088902,-88.625,openaq_1157,unknown,rural,rural,rural,rural
13.588554,101.286359,openaq_2407,unknown,suburban,rural,urban,suburban
35.007222222222225,136.64194444444445,jp24202050,unknown,urban,urban,urban,urban
35.0544,-119.4039,openaq_788,unknown,rural,rural,rural,rural
47.061694466405,15.0792101907587,openaq_2801,unknown,urban,urban,urban,urban
33.61138888888889,131.13055555555556,jp40214010,unknown,suburban,suburban,urban,urban
39.95,116.47,openaq_21,unknown,urban,urban,urban,urban
18.497484,73.81349,openaq_2585,unknown,urban,urban,urban,urban
41.449829,31.769504,openaq_368911,unknown,urban,urban,urban,urban
6.913253,79.848684,openaq_8054,unknown,urban,urban,urban,urban
-23.104878974525,-70.441385477264,openaq_10621,unknown,suburban,rural,rural,rural
38.4203725372415,27.461292053474,openaq_368856,unknown,rural,rural,rural,rural
34.67944444444444,138.9452777777778,jp22219010,unknown,urban,urban,urban,urban
35.34388888888889,136.7711111111111,jp23381010,unknown,urban,urban,urban,urban
46.47843,-63.98763,020301,unknown,rural,rural,rural,rural
4.63187,-74.11757,openaq_10603,unknown,urban,urban,urban,urban
19.3653,-99.2917,openaq_1991,unknown,urban,urban,urban,urban
34.86138888888889,134.64416666666665,jp28201070,unknown,suburban,urban,suburban,suburban
48.0838888883553,16.3302777777778,openaq_2773,unknown,suburban,suburban,suburban,suburban
34.907222222222224,135.69361111111112,jp26303020,unknown,urban,urban,urban,urban
34.29972222222222,133.8163888888889,jp37202070,unknown,suburban,suburban,urban,urban
42.5125,141.29638888888888,jp01578030,unknown,suburban,rural,rural,rural
45.735931,-121.488398,openaq_5872,unknown,suburban,suburban,suburban,suburban
23.3633,116.7244,1675A,unknown,urban,urban,urban,urban
39.6679,118.2185,1039A,unknown,urban,suburban,urban,urban
-32.807512,-71.436274,openaq_933,unknown,rural,rural,rural,rural
30.0861,120.4906,openaq_43526,unknown,urban,urban,urban,urban
36.7149,119.1755,openaq_43564,unknown,urban,urban,urban,urban
20.700538611111,-103.29661666667,openaq_7982,unknown,urban,urban,urban,urban
28.974801,77.213357,openaq_6979,unknown,suburban,suburban,urban,suburban
29.2789,117.1894,openaq_9934,unknown,urban,urban,urban,urban
34.996944444444445,138.4077777777778,jp22201030,unknown,urban,urban,urban,urban
35.527328,-120.528731,openaq_7419,unknown,rural,rural,rural,rural
-41.328935085299,-72.968208759506,openaq_9344,unknown,urban,urban,urban,urban
40.776943,-124.177498,openaq_7830,unknown,suburban,suburban,suburban,suburban
45.7879,131.0577,openaq_43391,unknown,suburban,suburban,urban,suburban
40.3053,116.6151,openaq_43498,unknown,urban,suburban,urban,urban
38.855301,-77.635597,openaq_1092,unknown,suburban,suburban,suburban,suburban
51.3182286306783,4.26263372958256,BETR830,unknown,suburban,suburban,suburban,suburban
38.5042,-76.811897,openaq_1871,unknown,rural,rural,rural,rural
34.756388888888885,137.625,jp22202240,unknown,suburban,suburban,suburban,suburban
45.9855,126.595,openaq_10059,unknown,urban,urban,urban,urban
32.9881,-97.4764,openaq_2234,unknown,rural,rural,rural,rural
41.2222,-88.1906,openaq_1414,unknown,rural,rural,rural,rural
40.82623,29.56121,openaq_6213,unknown,suburban,suburban,suburban,suburban
34.96666666666667,139.10083333333333,jp22208020,unknown,urban,urban,urban,urban
37.368878,36.064835,openaq_368895,unknown,suburban,suburban,suburban,suburban
34.60277777777778,133.4622222222222,jp33207510,unknown,suburban,suburban,suburban,suburban
43.4166709354131,5.04305217351858,openaq_3511,unknown,suburban,suburban,suburban,suburban
19.5787,-99.0396,openaq_1578,unknown,urban,urban,urban,urban
35.51916666666666,139.63333333333333,jp14109040,unknown,urban,urban,urban,urban
31.453,121.115,1995A,unknown,urban,urban,urban,urban
38.257517,-119.219298,openaq_5897,unknown,rural,rural,rural,rural
46.1425,-60.1728,openaq_740,unknown,suburban,suburban,suburban,suburban
34.33972222222222,135.22805555555556,jp27367010,unknown,suburban,suburban,suburban,suburban
-39.831316104673,-73.22851282209,openaq_990,unknown,urban,urban,urban,urban
39.5453,116.7022,2919A,unknown,urban,urban,urban,urban
43.79444444444445,142.33055555555555,jp01204050,unknown,urban,urban,urban,urban
37.1231,-93.2631,openaq_256,unknown,suburban,suburban,suburban,suburban
-41.6015,147.119,openaq_5481,unknown,rural,rural,rural,rural
35.72027777777778,139.8152777777778,jp13107520,unknown,urban,urban,urban,urban
31.17,120.635,1986A,unknown,urban,urban,urban,urban
43.1322279826256,5.99220311956643,openaq_2719,unknown,suburban,suburban,urban,urban
57.7086099995155,11.97,openaq_10496,unknown,urban,urban,urban,urban
6.2465863,-75.5674667,openaq_10746,unknown,urban,urban,urban,urban
43.974449,-70.124893,openaq_839,unknown,rural,rural,rural,rural
38.1935,-85.7121,openaq_2023,unknown,suburban,suburban,suburban,suburban
22.49671,114.12824,openaq_233335,unknown,urban,urban,urban,urban
36.9639,100.9048,2671A,unknown,suburban,suburban,suburban,suburban
34.72694444444445,135.1436111111111,jp28109010,unknown,urban,urban,urban,urban
39.39055555555556,141.11722222222224,jp03205010,unknown,urban,urban,urban,urban
40.3275,116.6275,openaq_10431,unknown,urban,urban,urban,urban
-28.75238,32.062786,openaq_225522,unknown,suburban,suburban,suburban,suburban
38.2286,-85.6544,openaq_1749,unknown,urban,urban,urban,urban
29.8683,114.338,openaq_7220,unknown,urban,urban,urban,urban
36.53416666666666,139.97944444444445,jp09201110,unknown,suburban,suburban,suburban,suburban
28.52123,76.37138,openaq_7283,unknown,rural,rural,rural,rural
4.6085,-74.1149444444444,openaq_10626,unknown,urban,urban,urban,urban
41.1189,-73.3369,openaq_1401,unknown,rural,rural,rural,rural
43.6475,-79.36778,060414,unknown,urban,urban,urban,urban
33.9592,118.2442,1221A,unknown,suburban,suburban,suburban,suburban
32.73827,35.03613,openaq_11368,unknown,suburban,suburban,suburban,suburban
46.035,-74.48083,052301,unknown,rural,rural,rural,rural
37.1983,-108.4903,openaq_601,unknown,rural,rural,rural,rural
33.61527777777778,132.48472222222222,jp38421030,unknown,urban,urban,urban,urban
46.131416,15.000906,openaq_10672,unknown,urban,urban,urban,urban
40.9724,115.2773,openaq_220023,unknown,urban,urban,urban,urban
36.30972222222222,139.97611111111112,jp08206010,unknown,suburban,suburban,urban,suburban
33.034166666666664,130.43555555555557,jp40202060,unknown,urban,urban,urban,urban
38.350399,28.516647,openaq_368822,unknown,urban,urban,urban,urban
-35.969115075775,-72.316818237305,openaq_225350,unknown,urban,urban,urban,urban
26.5747,107.9783,2591A,unknown,urban,urban,urban,urban
37.75257,27.41141,openaq_368801,unknown,urban,urban,urban,urban
22.3302777777778,114.159166666667,openaq_7734,unknown,urban,urban,urban,urban
42.2283,-83.2092,openaq_868,unknown,suburban,urban,suburban,suburban
33.82527777777778,130.73777777777775,jp40109030,unknown,urban,urban,urban,urban
34.59,133.8525,jp33201190,unknown,urban,urban,urban,urban
13.887395,100.579247,openaq_225677,unknown,urban,urban,urban,urban
-23.8199,151.1538,openaq_5528,unknown,rural,rural,rural,rural
41.864329,-87.748826,openaq_1856,unknown,suburban,suburban,suburban,suburban
44.5404,10.7924,openaq_7621,unknown,urban,urban,urban,urban
35.527146,-120.528731,openaq_7414,unknown,rural,rural,rural,rural
28.732528,77.11992,openaq_10831,unknown,urban,urban,urban,urban
34.6516,112.3931,openaq_6307,unknown,urban,urban,urban,urban
45.80942,-73.43473,054501,unknown,suburban,suburban,suburban,suburban
40.984969,-96.671425,openaq_5504,unknown,rural,rural,rural,rural
38.560885,-121.507201,openaq_7585,unknown,suburban,suburban,suburban,suburban
34.7975,132.8536111111111,jp34209020,unknown,suburban,suburban,suburban,suburban
26.1875,91.744194,openaq_42240,unknown,urban,urban,urban,urban
37.91694444444444,139.22722222222222,jp15201420,unknown,urban,urban,urban,urban
35.79694444444444,139.75083333333333,jp11203040,unknown,urban,urban,urban,urban
35.58777777777778,140.15305555555557,jp12201140,unknown,urban,urban,urban,urban
26.203442,78.193251,openaq_10907,unknown,urban,urban,urban,urban
56.448889,-111.038056,openaq_277981,unknown,rural,rural,rural,rural
-29.858283,31.027286,openaq_225526,unknown,urban,urban,urban,urban
26.5917,104.83,2577A,unknown,urban,urban,urban,urban
29.5364,75.0158,openaq_6952,unknown,urban,urban,urban,urban
43.2831503020971,5.51208953281591,openaq_4150,unknown,suburban,suburban,suburban,suburban
54.3972,-126.645,openaq_1138,unknown,suburban,suburban,urban,suburban
40.928,117.9503,openaq_10408,unknown,urban,urban,urban,urban
28.9634,105.4324,openaq_43295,unknown,urban,urban,urban,urban
46.8508,-70.4528,openaq_519,unknown,rural,rural,rural,rural
26.6027,106.7109,openaq_9311,unknown,urban,urban,urban,urban
19.9775302,79.2337086,openaq_5565,unknown,suburban,urban,urban,urban
31.9037,102.224,openaq_10222,unknown,urban,urban,suburban,suburban
52.166667,14.116667,DE0047R,unknown,rural,rural,rural,rural
46.425598,-117.059799,openaq_1879,unknown,suburban,suburban,suburban,suburban
35.51027777777778,140.11499999999998,jp12219200,unknown,suburban,suburban,suburban,suburban
24.696969,120.898572,openaq_3907,unknown,urban,urban,urban,urban
25.8417,98.8546,2619A,unknown,urban,urban,urban,urban
43.031666666666666,141.39583333333331,jp01105520,unknown,urban,urban,urban,urban
26.090921,-80.110878,12-011-1001,unknown,suburban,suburban,suburban,suburban
9.36399,78.831977,openaq_358452,unknown,urban,urban,urban,urban
35.7975,139.6161111111111,jp11229510,unknown,urban,urban,urban,urban
23.5404352,87.2892225,openaq_5615,unknown,suburban,suburban,urban,suburban
54.1,9.666667,DE0011R,unknown,suburban,suburban,suburban,suburban
43.4941399201049,-1.52777378685491,openaq_3735,unknown,urban,urban,urban,urban
35.33555555555556,139.30805555555557,jp14203040,unknown,urban,urban,urban,urban
55.574531,-121.921247,103702,unknown,rural,rural,rural,rural
53.84369,-113.09922,092301,unknown,rural,rural,rural,rural
48.9155578594683,20.42388916,openaq_5185,unknown,rural,rural,rural,rural
36.259166666666665,138.89527777777778,jp10210010,unknown,urban,urban,urban,urban
34.50194444444445,136.70749999999998,jp24203010,unknown,urban,urban,urban,urban
33.288333333333334,131.48444444444442,jp44202020,unknown,urban,urban,urban,urban
45.3106,130.9967,openaq_10285,unknown,urban,urban,urban,urban
39.9603,-75.1424,openaq_7781,unknown,urban,urban,urban,urban
54.06111,-128.68722,103903,unknown,suburban,suburban,suburban,suburban
34.0442,113.8614,openaq_43620,unknown,urban,suburban,urban,urban
32.82888888888889,129.8477777777778,jp42308040,unknown,urban,urban,urban,urban
28.932,115.8347,openaq_43531,unknown,suburban,urban,urban,urban
43.02111111111111,144.36388888888888,jp01206290,unknown,urban,urban,urban,urban
33.21055555555556,131.67777777777778,jp44201360,unknown,urban,urban,urban,urban
30.4197,-91.1819,openaq_1260,unknown,urban,urban,urban,urban
29.3879,-95.0414,openaq_167,unknown,suburban,suburban,suburban,suburban
35.36222222222222,139.63333333333333,jp14108020,unknown,urban,urban,urban,urban
38.949976,-82.110097,openaq_8785,unknown,rural,rural,rural,rural
51.5173675146177,-0.1201947113171,openaq_225718,unknown,urban,urban,urban,urban
19.1135051,73.008978,openaq_6943,unknown,urban,urban,urban,urban
28.5108561,76.7093948,openaq_5764,unknown,rural,rural,rural,rural
49.21528,-122.98556,openaq_1600,unknown,urban,urban,urban,urban
38.903824,-77.046127,openaq_1554,unknown,urban,urban,urban,urban
43.0122,-73.6492,openaq_636,unknown,rural,rural,rural,rural
29.1456,111.7158,1857A,unknown,rural,urban,urban,urban
53.427301,-117.544067,093202,unknown,suburban,suburban,suburban,suburban
43.52965,-79.862449,067001,unknown,suburban,suburban,suburban,suburban
25.4547,78.6039,openaq_278671,unknown,urban,urban,urban,urban
-25.97255,29.313231,openaq_315945,unknown,suburban,suburban,rural,rural
34.254444444444445,135.10944444444445,jp30201250,unknown,urban,urban,urban,urban
32.8929,115.8277,openaq_10359,unknown,urban,urban,urban,urban
-33.495821530652,-70.704282224178,openaq_8788,unknown,urban,urban,urban,urban
29.7181,-93.8969,openaq_2080,unknown,rural,rural,rural,rural
29.6616,94.3616,openaq_8975,unknown,suburban,suburban,suburban,suburban
45.52222,-73.48389,050108,unknown,urban,urban,urban,urban
26.5928,101.5769,1889A,unknown,urban,urban,urban,urban
-42.3003,147.372,openaq_5470,unknown,rural,rural,rural,rural
32.52222222222222,130.08083333333332,jp43531020,unknown,rural,rural,rural,rural
46.6797075496166,12.9719421972711,openaq_2845,unknown,rural,rural,rural,rural
38.579708,68.712176,openaq_9769,unknown,urban,urban,urban,urban
34.17361111111111,134.61277777777778,jp36202010,unknown,urban,urban,urban,urban
32.78685,35.02026,openaq_11563,unknown,urban,urban,urban,urban
24.7733,113.5824,openaq_10245,unknown,urban,urban,urban,urban
50.8508105371924,4.34858747427388,openaq_4866,unknown,urban,urban,urban,urban
-12.070544,-77.043214,openaq_2415,unknown,urban,urban,urban,urban
31.6449,118.5024,openaq_10405,unknown,urban,urban,urban,urban
-35.836942234921,-71.592865853985,openaq_2392,unknown,urban,urban,urban,urban
-26.801033,28.495767,openaq_353596,unknown,suburban,suburban,suburban,suburban
35.7668,115.0,openaq_9130,unknown,urban,urban,urban,urban
38.9847,-75.5556,openaq_1149,unknown,rural,rural,rural,rural
21.8947,111.9765,openaq_43387,unknown,urban,urban,urban,urban
35.7511,114.2956,2386A,unknown,urban,urban,urban,urban
41.69,13.25028,openaq_8323,unknown,suburban,suburban,suburban,suburban
17.37206,78.50864,openaq_352465,unknown,urban,urban,urban,urban
28.6424,115.8921,openaq_9559,unknown,urban,urban,urban,urban
44.9079,82.0485,2693A,unknown,suburban,suburban,suburban,suburban
31.0362,112.1849,openaq_9543,unknown,urban,urban,urban,urban
30.6539,117.4974,2315A,unknown,urban,urban,urban,urban
43.6430597871857,1.46764954488879,openaq_3544,unknown,urban,urban,urban,urban
40.9763,117.9392,openaq_9850,unknown,urban,urban,urban,urban
44.984616538159,26.0179954054821,openaq_9421,unknown,suburban,suburban,suburban,suburban
41.4789,-75.5781,openaq_2244,unknown,suburban,suburban,suburban,suburban
42.103842,19.09441,openaq_302034,unknown,suburban,suburban,suburban,suburban
23.5626,116.3611,openaq_9818,unknown,urban,urban,urban,urban
34.73777777777778,135.63194444444446,jp27229510,unknown,urban,urban,urban,urban
32.07553,34.82073,openaq_11309,unknown,urban,urban,urban,urban
23.833778,80.391222,openaq_7299,unknown,urban,urban,urban,urban
41.595278,12.653611,openaq_6409,unknown,urban,urban,urban,urban
41.9756,-70.0239,openaq_538,unknown,rural,rural,rural,rural
