lat,lon,area_code,type_of_area,type_of_area_pred_rf,type_of_area_pred_cboost,type_of_area_pred_lgbm,type_of_area_pred_voting
37.9722,-122.5189,openaq_2002,unknown,urban,urban,urban,urban
14.35222,100.565325,openaq_225676,unknown,urban,urban,urban,urban
34.6686,112.4433,3022A,unknown,urban,urban,urban,urban
41.322472,-95.937992,openaq_1075,unknown,urban,suburban,suburban,suburban
45.29413,-73.34857,055301,unknown,rural,rural,suburban,rural
19.2669,-98.886,openaq_1809,unknown,urban,urban,suburban,urban
37.8714,-87.4633,openaq_1343,unknown,rural,rural,rural,rural
30.6465,111.3549,openaq_9901,unknown,urban,urban,urban,urban
27.6435,113.8676,openaq_10313,unknown,urban,urban,urban,urban
34.99722222222222,136.90277777777777,jp23222050,unknown,suburban,suburban,suburban,suburban
50.1439,-122.9611,openaq_1399,unknown,suburban,suburban,suburban,suburban
-37.6792755,144.965714,openaq_10719,unknown,suburban,suburban,suburban,suburban
21.5165,111.01,openaq_43573,unknown,urban,urban,urban,urban
35.73305555555556,139.7888888888889,jp13118010,unknown,urban,urban,urban,urban
46.6255599994641,14.31806,AT2KA21,unknown,urban,urban,urban,urban
57.7013899995155,11.99501,openaq_9467,unknown,urban,urban,urban,urban
35.69361111111111,139.4188888888889,jp13202010,unknown,urban,urban,urban,urban
47.9514305555556,106.904072222222,openaq_7035,unknown,urban,urban,urban,urban
34.71527777777778,135.38833333333332,jp28202520,unknown,urban,urban,urban,urban
26.0936,119.5799,openaq_9868,unknown,suburban,urban,urban,urban
40.890083,-122.385399,openaq_7465,unknown,rural,rural,rural,rural
35.4216,119.523,openaq_10283,unknown,urban,urban,urban,urban
35.89666666666667,139.9211111111111,jp12217520,unknown,urban,urban,suburban,urban
25.777222222222,-100.18833333333,openaq_7919,unknown,suburban,suburban,suburban,suburban
40.010264,-105.276379,08-013-0008,unknown,urban,urban,urban,urban
51.297497,-116.966853,103202,unknown,suburban,suburban,suburban,suburban
23.7233,114.6892,1698A,unknown,urban,urban,urban,urban
41.1694,80.292,openaq_9197,unknown,urban,urban,urban,urban
47.2712899994649,11.4169445,AT72106,unknown,urban,urban,urban,urban
47.1258485147083,13.8069262538602,openaq_2879,unknown,suburban,urban,suburban,suburban
43.123299,-94.693298,openaq_2182,unknown,suburban,rural,suburban,suburban
38.76586,-120.596066,openaq_7447,unknown,rural,rural,rural,rural
35.2375,115.4747,1719A,unknown,urban,urban,urban,urban
34.7525,135.58916666666667,jp27209030,unknown,urban,urban,urban,urban
43.5947809994637,2.802367,openaq_3552,unknown,rural,rural,rural,rural
42.659656,21.157309,openaq_7933,unknown,urban,urban,urban,urban
39.625,121.989,2018A,unknown,urban,urban,urban,urban
24.2991,116.1233,openaq_228302,unknown,urban,urban,urban,urban
45.3073,131.0207,openaq_8997,unknown,urban,urban,urban,urban
34.00388888888889,130.9886111111111,jp35201020,unknown,urban,urban,urban,urban
-33.763778,25.683428,openaq_225396,unknown,rural,rural,rural,rural
42.9418,89.1904,openaq_6305,unknown,urban,urban,urban,urban
31.75016,34.99278,openaq_11464,unknown,suburban,urban,urban,urban
41.8642,123.9247,openaq_8925,unknown,urban,urban,urban,urban
46.5544,-72.7361,openaq_236035,unknown,urban,urban,urban,urban
48.2867,-124.6203,openaq_1826,unknown,rural,rural,rural,rural
33.4107,-96.9437,openaq_1038,unknown,rural,suburban,suburban,suburban
31.814444444444444,130.18194444444444,jp46202040,unknown,rural,rural,rural,rural
35.2475,136.7794444444445,jp23220510,unknown,urban,urban,urban,urban
34.16138888888889,132.18805555555556,jp35208040,unknown,urban,urban,urban,urban
36.2375,139.2011111111111,jp11211010,unknown,urban,urban,urban,urban
36.519444444444446,136.5627777777778,jp17208010,unknown,urban,urban,urban,urban
-25.835814,25.614534,openaq_226310,unknown,suburban,suburban,suburban,suburban
33.55416666666667,130.4338888888889,jp40134510,unknown,urban,urban,urban,urban
38.698954,35.553436,openaq_368884,unknown,urban,urban,urban,urban
43.5569290141359,1.40639342566468,openaq_5679,unknown,urban,urban,urban,urban
26.0762,85.4115,openaq_985,unknown,urban,urban,urban,urban
-36.803034,-73.120527,openaq_356,unknown,suburban,suburban,suburban,suburban
44.646425,-63.573383,030118,unknown,urban,urban,urban,urban
50.895101,4.392718,openaq_3448,unknown,suburban,urban,suburban,suburban
32.1059,114.1099,openaq_10387,unknown,urban,urban,urban,urban
34.89833333333333,132.07166666666666,jp32202510,unknown,urban,urban,urban,urban
31.5031,120.242,1191A,unknown,urban,urban,urban,urban
28.870083,76.6205,openaq_5552,unknown,suburban,suburban,suburban,suburban
45.3733,-71.2514,openaq_468,unknown,rural,rural,rural,rural
47.31667,-71.15,CAPMCAPQ1MTM,unknown,rural,rural,rural,rural
44.9594,-93.0356,openaq_1771,unknown,suburban,suburban,suburban,suburban
21.021938,105.81881,openaq_7441,unknown,urban,urban,urban,urban
32.46637,34.96273,openaq_11545,unknown,suburban,suburban,urban,suburban
37.8572,113.5758,openaq_10235,unknown,urban,urban,urban,urban
33.5225,129.9525,jp41202080,unknown,suburban,suburban,suburban,suburban
22.883583,120.530542,openaq_3905,unknown,urban,urban,urban,urban
37.0470937324025,37.3590894190952,openaq_368917,unknown,urban,urban,urban,urban
49.28111,-123.12361,100109,unknown,urban,urban,urban,urban
48.3233329994669,14.2977778,AT4S415,unknown,suburban,suburban,suburban,suburban
18.163056,97.917778,openaq_278507,unknown,suburban,suburban,suburban,suburban
38.25972222222222,140.8986111111111,jp04201230,unknown,urban,urban,urban,urban
34.68805555555555,132.54194444444445,jp34369010,unknown,rural,rural,rural,rural
23.0202,113.7533,openaq_10006,unknown,urban,urban,urban,urban
36.40111111111111,138.97083333333333,jp10323010,unknown,suburban,suburban,urban,suburban
31.58932,34.60969,openaq_11211,unknown,rural,rural,rural,rural
51.5437,-114.361,093301,unknown,rural,rural,rural,rural
28.3478,-81.6367,openaq_2190,unknown,suburban,suburban,suburban,suburban
32.4155,119.447,openaq_7335,unknown,urban,urban,urban,urban
47.0594439994646,15.466666,AT60171,unknown,urban,urban,urban,urban
42.4033,-82.2086,openaq_1822,unknown,suburban,suburban,suburban,suburban
51.1928003335933,5.22153407909309,BELWZ02,unknown,suburban,suburban,suburban,suburban
32.9692,112.548,openaq_6897,unknown,urban,urban,urban,urban
34.57888888888889,135.5511111111111,jp27217510,unknown,urban,urban,urban,urban
43.6302520650036,0.179722345632656,openaq_3454,unknown,rural,rural,rural,rural
28.6683,77.1167,openaq_50,unknown,urban,urban,urban,urban
24.162197,120.616917,openaq_3897,unknown,urban,urban,suburban,urban
28.4436,117.9756,openaq_6360,unknown,urban,urban,urban,urban
19.3919,-99.0281,openaq_2054,unknown,urban,urban,urban,urban
28.060249,76.113115,openaq_6970,unknown,urban,urban,urban,urban
44.61569,-123.091457,openaq_1246,unknown,suburban,suburban,suburban,suburban
33.921388888888885,130.80444444444444,jp40103810,unknown,urban,urban,urban,urban
19.909242,99.823357,openaq_2328,unknown,urban,urban,urban,urban
37.097801,-84.611702,openaq_2050,unknown,suburban,suburban,suburban,suburban
47.0692399994646,15.431945,AT60172,unknown,urban,urban,urban,urban
45.60176,-73.541992,050133,unknown,urban,urban,urban,urban
36.5408,-82.4258,openaq_8841,unknown,suburban,suburban,suburban,suburban
45.52207,-73.4881,050119,unknown,urban,urban,urban,urban
38.0513,114.4548,1029A,unknown,urban,urban,urban,urban
35.447222222222216,139.35861111111112,jp14212530,unknown,urban,urban,urban,urban
35.95416666666667,139.8763888888889,jp12208510,unknown,suburban,suburban,suburban,suburban
-20.7264,139.4977,openaq_5516,unknown,suburban,suburban,suburban,suburban
43.8772,125.3716,openaq_9961,unknown,urban,urban,urban,urban
43.02901,19.7426,openaq_302038,unknown,urban,urban,urban,urban
45.7554931594634,21.22745323,openaq_9428,unknown,urban,urban,urban,urban
42.95,-82.2,061005,unknown,rural,rural,rural,rural
35.36388888888889,136.94472222222225,jp23215010,unknown,urban,urban,urban,urban
55.7005288,37.5365711,openaq_5145,unknown,urban,urban,urban,urban
41.4561,-73.7103,openaq_641,unknown,rural,rural,rural,rural
34.5911,119.1478,2999A,unknown,urban,urban,urban,urban
46.52786,-84.35432,060707,unknown,suburban,suburban,suburban,suburban
6.0990806,-75.6386261,openaq_10813,unknown,urban,urban,urban,urban
40.5169,-88.9975,openaq_1960,unknown,suburban,suburban,suburban,suburban
-26.381111,28.918333,openaq_225459,unknown,suburban,suburban,suburban,suburban
33.735,135.37722222222223,jp30206010,unknown,urban,urban,urban,urban
24.8207389,93.9423085,openaq_313410,unknown,urban,urban,urban,urban
36.4796,115.9835,1627A,unknown,urban,urban,urban,urban
28.5639543,77.2587868,openaq_5766,unknown,urban,urban,urban,urban
42.6369,77.0675,KG0002U,unknown,suburban,suburban,suburban,suburban
50.798077,21.425467,openaq_44537,unknown,urban,urban,urban,urban
48.54469,-117.903222,openaq_743,unknown,urban,suburban,urban,urban
32.8031,-83.5447,openaq_1695,unknown,rural,rural,rural,rural
34.69472222222222,137.76638888888888,jp22202150,unknown,urban,urban,urban,urban
34.81334,113.56746,openaq_9910,unknown,urban,suburban,urban,urban
36.44027777777777,140.0125,jp09209010,unknown,urban,urban,urban,urban
-37.56016,149.7507,openaq_7459,unknown,rural,rural,rural,rural
35.971944444444446,139.74555555555554,jp11214030,unknown,urban,urban,suburban,urban
34.72527777777778,135.57861111111112,jp27209050,unknown,urban,urban,urban,urban
13.054551,101.098128,openaq_225569,unknown,rural,rural,rural,rural
-33.274444,149.094444,openaq_7422,unknown,suburban,suburban,urban,urban
38.933111,-119.971733,openaq_5905,unknown,suburban,suburban,suburban,suburban
45.4702,-122.8159,openaq_1502,unknown,suburban,suburban,suburban,suburban
-35.1349443,138.4951966,openaq_10480,unknown,suburban,suburban,suburban,suburban
12.9135218,77.5950804,openaq_5548,unknown,urban,urban,urban,urban
-36.659117056491,-72.479961370361,openaq_2409,unknown,rural,rural,rural,rural
47.928444,106.930189,openaq_2448,unknown,urban,urban,urban,urban
44.5963,129.5904,openaq_9282,unknown,urban,urban,urban,urban
58.7083,-111.1764,openaq_509,unknown,rural,rural,rural,rural
22.410802,73.097923,openaq_8171,unknown,suburban,suburban,suburban,suburban
55.1172,-118.7647,093001,unknown,rural,rural,suburban,suburban
32.1028,118.9125,openaq_9896,unknown,urban,urban,urban,urban
44.417999,-118.951302,openaq_1128,unknown,suburban,suburban,rural,suburban
37.92027777777778,139.07861111111112,jp15201220,unknown,urban,urban,urban,urban
39.7978,98.2672,2884A,unknown,urban,urban,urban,urban
38.9741,121.612,openaq_9187,unknown,urban,suburban,urban,urban
46.9349999994645,13.195833,openaq_4622,unknown,suburban,suburban,suburban,suburban
34.56916666666667,135.565,jp27217030,unknown,urban,urban,urban,urban
35.1594,-97.4728,openaq_1188,unknown,rural,rural,rural,rural
48.1783333327999,14.5486111111111,openaq_4542,unknown,rural,rural,rural,rural
55.7209092,37.5659901,openaq_5139,unknown,urban,urban,urban,urban
25.129167,121.760056,openaq_3857,unknown,urban,urban,urban,urban
37.170982,33.227105,openaq_368855,unknown,urban,urban,urban,urban
34.795833333333334,135.6266666666667,jp27210520,unknown,urban,urban,urban,urban
42.78137,18.942683,openaq_302039,unknown,urban,urban,urban,urban
26.2431,105.9408,3123A,unknown,urban,urban,urban,urban
59.914051,10.735978,openaq_221402,unknown,urban,urban,urban,urban
-34.0530556,150.4972222,openaq_733,unknown,rural,rural,rural,rural
21.152875,79.0517531,openaq_5621,unknown,suburban,urban,suburban,suburban
-0.25192,-78.51713,openaq_42644,unknown,urban,urban,urban,urban
-41.238,146.42,openaq_233316,unknown,suburban,suburban,suburban,suburban
-37.84295,144.7772,openaq_60496,unknown,suburban,suburban,suburban,suburban
47.768469,-120.664494,openaq_6303,unknown,rural,rural,rural,rural
44.728314,-122.182756,openaq_7820,unknown,rural,rural,rural,rural
26.34777777777777,127.81944444444444,jp47211050,unknown,urban,urban,urban,urban
42.4341666594652,-8.67361111,openaq_221948,unknown,rural,suburban,rural,rural
43.2411111094641,-2.88416666,openaq_2741,unknown,urban,urban,urban,urban
47.0594302337717,15.466114583629,openaq_2894,unknown,urban,urban,urban,urban
25.0669,102.6742,openaq_9657,unknown,urban,urban,urban,urban
52.19172722,20.83888889,openaq_2546,unknown,suburban,urban,urban,suburban
52.359478,9.7155,openaq_4795,unknown,urban,urban,urban,urban
58.388889,-134.565556,openaq_1404,unknown,suburban,suburban,suburban,suburban
36.6028,109.4761,1927A,unknown,urban,urban,urban,urban
12.9533,80.2357,openaq_12046,unknown,urban,urban,urban,urban
36.11944444444445,136.1938888888889,jp18201350,unknown,suburban,suburban,suburban,suburban
45.49444,-73.80778,050120,unknown,urban,urban,urban,urban
41.5648,120.4176,openaq_9923,unknown,urban,urban,urban,urban
39.1488,117.3876,openaq_7376,unknown,suburban,suburban,suburban,suburban
22.3716666666667,114.114444444444,openaq_7740,unknown,urban,urban,urban,urban
20.558153,-101.20485,openaq_2098,unknown,urban,urban,urban,urban
22.7906,108.439,1405A,unknown,suburban,urban,urban,urban
42.930569,-87.932106,openaq_1805,unknown,urban,suburban,urban,urban
34.7965,114.2885,openaq_9813,unknown,urban,urban,urban,urban
31.6411,118.4828,1799A,unknown,urban,urban,urban,urban
28.095,116.9622,2357A,unknown,rural,rural,urban,urban
47.76863,-120.664494,openaq_5903,unknown,rural,rural,rural,rural
29.4723508,77.7194031,openaq_6923,unknown,urban,urban,urban,urban
42.404093,12.858224,openaq_7541,unknown,urban,urban,urban,urban
24.9117,118.5819,1611A,unknown,urban,urban,urban,urban
34.43888888888888,135.56694444444443,jp27216010,unknown,urban,urban,urban,urban
23.7198,113.076,openaq_43554,unknown,urban,urban,urban,urban
35.405833333333334,136.04,jp25212010,unknown,suburban,suburban,suburban,suburban
33.275,129.88694444444442,jp41205080,unknown,urban,urban,urban,urban
37.283376,-86.962216,21-183-0009,unknown,rural,rural,rural,rural
46.8022145735861,4.41750134226911,openaq_3815,unknown,urban,urban,urban,urban
49.323994,-123.083496,100132,unknown,suburban,suburban,urban,urban
33.0144,112.5779,openaq_9009,unknown,urban,urban,urban,urban
36.63527777777778,138.1786111111111,jp20201030,unknown,urban,urban,urban,urban
32.396751,-110.997139,openaq_7670,unknown,suburban,suburban,suburban,suburban
44.5648870873665,27.3659174893035,openaq_9412,unknown,urban,urban,urban,urban
40.217,116.2296,openaq_8937,unknown,urban,urban,urban,urban
25.745277777778,-100.255,openaq_10710,unknown,urban,urban,urban,urban
-34.203524,-70.529854,openaq_61,unknown,suburban,rural,rural,rural
49.2008,-123.9939,102102,unknown,suburban,suburban,suburban,suburban
30.1480566,77.2893471,openaq_6930,unknown,urban,urban,urban,urban
37.05444444444444,140.89388888888888,jp07204510,unknown,urban,urban,urban,urban
35.678888888888885,139.7813888888889,jp13102510,unknown,urban,urban,urban,urban
33.6481,116.9765,2304A,unknown,urban,urban,urban,urban
22.08815,82.13737,openaq_236406,unknown,urban,urban,urban,urban
33.85194444444445,132.75861111111112,jp38201510,unknown,urban,urban,urban,urban
25.646111111111,-100.09555555556,openaq_427,unknown,urban,suburban,urban,urban
48.213036622878,15.2072201187457,openaq_2726,unknown,rural,suburban,suburban,suburban
32.13055555555555,131.50583333333333,jp45401010,unknown,urban,urban,urban,urban
28.695381,77.181665,openaq_8917,unknown,urban,urban,urban,urban
30.9028,75.8086,openaq_5569,unknown,suburban,suburban,urban,urban
47.9721,-89.6908,openaq_1176,unknown,rural,rural,rural,rural
6.3785167,-75.443985,openaq_7062,unknown,urban,urban,urban,urban
44.3396,84.905,openaq_9147,unknown,urban,urban,urban,urban
46.7674999994643,15.956111,AT60185,unknown,rural,rural,rural,rural
48.3996394541087,-4.46723207639797,openaq_4101,unknown,urban,urban,urban,urban
47.3602777772429,13.6394444444444,AT60189,unknown,rural,rural,rural,rural
40.46012,-80.57678,openaq_7076,unknown,rural,rural,rural,rural
35.15694444444444,136.86055555555555,jp23105510,unknown,urban,urban,urban,urban
-28.471972699163,-71.178309166023,openaq_7819,unknown,suburban,suburban,urban,suburban
39.7294,98.5023,2659A,unknown,urban,urban,urban,urban
47.8400139070344,16.5266656080605,openaq_2744,unknown,suburban,suburban,suburban,suburban
28.96443,-95.35483,openaq_176,unknown,suburban,suburban,suburban,suburban
33.9,-86.05,openaq_1869,unknown,rural,rural,rural,rural
19.6582,-99.0965,openaq_1505,unknown,urban,urban,urban,urban
44.1414,12.2447,openaq_7598,unknown,urban,urban,urban,urban
43.1308333294642,-2.07777777,openaq_3323,unknown,urban,urban,urban,urban
38.903055555555554,141.57055555555556,jp04205020,unknown,urban,urban,urban,urban
24.3277,109.4157,openaq_9177,unknown,urban,urban,urban,urban
30.4133,114.8131,2438A,unknown,urban,urban,urban,urban
22.4713888888889,114.360833333333,openaq_7738,unknown,suburban,suburban,urban,urban
38.270833333333336,140.86277777777778,jp04201550,unknown,urban,urban,urban,urban
51.4931557048667,-0.101527038274853,openaq_225793,unknown,urban,urban,urban,urban
51.44814,-90.21786,065901,unknown,rural,rural,rural,rural
32.202148,-110.967915,openaq_8854,unknown,urban,suburban,urban,urban
34.0714,-116.3906,openaq_1135,unknown,rural,rural,rural,rural
38.76408,115.47694,openaq_43556,unknown,suburban,suburban,urban,urban
34.94833333333333,136.83138888888888,jp23224030,unknown,urban,suburban,suburban,suburban
30.5119,117.0331,openaq_6155,unknown,urban,urban,urban,urban
50.2783359994725,3.973611,openaq_5698,unknown,urban,urban,urban,urban
34.62555555555556,135.60222222222222,jp27212010,unknown,urban,urban,urban,urban
40.8661,114.8916,openaq_43302,unknown,suburban,suburban,urban,suburban
42.789453,-96.903867,openaq_353973,unknown,rural,rural,rural,rural
18.250747,99.763986,openaq_225692,unknown,rural,rural,rural,rural
37.585,140.4636111111111,jp07210010,unknown,suburban,rural,suburban,suburban
43.9072,12.4012,openaq_7615,unknown,rural,rural,rural,rural
47.56806,-52.70222,010101,unknown,urban,urban,urban,urban
38.05833333333333,140.76555555555555,jp04323010,unknown,suburban,suburban,suburban,suburban
51.2539648810663,4.20146039512657,BELAL03,unknown,suburban,suburban,suburban,suburban
36.3572,-96.0,openaq_306,unknown,suburban,suburban,suburban,suburban
34.7955,111.143,openaq_43369,unknown,suburban,suburban,suburban,suburban
51.1246905122968,3.73950422044193,BETR731,unknown,suburban,urban,suburban,suburban
48.1508039008377,16.5116637428157,openaq_2842,unknown,suburban,suburban,suburban,suburban
13.691511,100.61457,openaq_225574,unknown,urban,urban,urban,urban
55.3944486943704,55.3944323321735,openaq_2952,unknown,rural,rural,rural,rural
-26.536389,29.0725,openaq_225441,unknown,urban,urban,urban,urban
39.0877,117.307,1021A,unknown,urban,suburban,urban,urban
47.7889,-116.8044,openaq_1309,unknown,rural,rural,rural,rural
53.2536,-117.3153,openaq_277984,unknown,rural,rural,rural,rural
46.998809,-113.384844,openaq_5081,unknown,rural,rural,rural,rural
38.714757,35.470575,openaq_368892,unknown,urban,urban,urban,urban
45.5231,-73.4939,openaq_453,unknown,urban,urban,suburban,urban
-25.625126,28.09474,openaq_225461,unknown,suburban,suburban,rural,suburban
-37.75395,147.7409,openaq_7398,unknown,rural,rural,rural,rural
41.6454,-70.898,openaq_574,unknown,suburban,suburban,suburban,suburban
37.7778,112.4783,1089A,unknown,suburban,suburban,suburban,suburban
31.736944444444447,130.76055555555556,jp46212010,unknown,urban,urban,urban,urban
33.0086,112.5339,openaq_9185,unknown,urban,urban,urban,urban
31.52796,34.60161,openaq_11443,unknown,suburban,suburban,suburban,suburban
48.162069443911,16.5256138888889,AT90LOB,unknown,suburban,suburban,suburban,suburban
27.8159,112.9227,1513A,unknown,urban,urban,urban,urban
18.128928,100.162345,openaq_225630,unknown,urban,urban,urban,urban
35.83916666666667,137.68805555555556,jp20421030,unknown,suburban,suburban,suburban,suburban
50.303208,6.001736,BETN085,unknown,rural,rural,rural,rural
36.2047,-86.7444,openaq_2239,unknown,urban,suburban,urban,suburban
35.69777777777777,140.04666666666665,jp12204810,unknown,urban,urban,urban,urban
47.0449858385794,15.1499974351473,openaq_2892,unknown,urban,urban,urban,urban
51.3487952923282,4.33970994711987,BETR831,unknown,suburban,suburban,suburban,suburban
21.5958,109.2256,1866A,unknown,rural,rural,rural,rural
51.40162,-0.19589212,openaq_225775,unknown,urban,urban,urban,urban
31.8466,34.91946,openaq_6808,unknown,suburban,suburban,suburban,suburban
37.35888888888889,140.99388888888888,jp07543010,unknown,urban,urban,urban,urban
29.9944,122.19,1260A,unknown,urban,urban,urban,urban
42.518204,19.327783,openaq_302035,unknown,rural,rural,rural,rural
22.4853,113.4411,1382A,unknown,suburban,suburban,suburban,suburban
37.0014588022949,35.3125007450909,openaq_6244,unknown,urban,urban,urban,urban
39.0242,-95.7114,openaq_1155,unknown,urban,urban,urban,urban
40.17,-80.2617,openaq_1474,unknown,suburban,suburban,suburban,suburban
46.77417,-71.36972,050311,unknown,suburban,suburban,suburban,suburban
41.9756,-72.3867,openaq_831,unknown,rural,rural,rural,rural
35.67166666666667,139.29305555555555,jp13201060,unknown,urban,urban,urban,urban
37.9478,-122.3636,openaq_8769,unknown,urban,urban,urban,urban
35.57611111111112,139.65583333333333,jp14133010,unknown,urban,urban,urban,urban
13.8778763,100.6207085,openaq_368392,unknown,urban,urban,urban,urban
43.79,125.4605,openaq_9946,unknown,suburban,suburban,suburban,suburban
37.740833333333335,140.46416666666664,jp07201190,unknown,urban,urban,urban,urban
18.2489,109.5078,1876A,unknown,urban,urban,urban,urban
39.808334,-120.471664,openaq_659,unknown,rural,suburban,rural,rural
20.375111111111,-99.654444444444,openaq_10889,unknown,suburban,urban,urban,urban
29.3569,105.9017,openaq_223354,unknown,urban,urban,urban,urban
32.51784,35.00304,openaq_11329,unknown,suburban,suburban,urban,suburban
35.9608,120.1983,openaq_9689,unknown,urban,urban,urban,urban
46.578568,-112.079772,openaq_270809,unknown,rural,rural,rural,rural
34.74861111111111,135.4225,jp28202550,unknown,urban,urban,urban,urban
38.560864,-121.507051,openaq_7509,unknown,suburban,suburban,suburban,suburban
42.824444444444445,141.65444444444444,jp01224510,unknown,urban,urban,urban,urban
34.81888888888889,134.7408333333333,jp28201050,unknown,urban,urban,urban,urban
34.76,135.50277777777777,jp27205060,unknown,urban,urban,urban,urban
19.23241,72.86895,openaq_11606,unknown,urban,urban,urban,urban
49.8875,-124.5583,openaq_1065,unknown,suburban,suburban,suburban,suburban
-33.8938889,151.0452778,openaq_602,unknown,suburban,suburban,urban,urban
35.32,-97.4883,openaq_1834,unknown,suburban,suburban,suburban,suburban
20.631268055556,-103.41643083333,openaq_10801,unknown,urban,urban,urban,urban
29.2365,88.8931,2627A,unknown,suburban,suburban,suburban,suburban
28.498571,77.26484,openaq_6934,unknown,urban,urban,urban,urban
42.6769,-73.7556,openaq_629,unknown,suburban,suburban,suburban,suburban
50.8282053073682,-1.06994447818715,openaq_226345,unknown,urban,urban,urban,urban
10.782773,106.700035,openaq_7440,unknown,urban,urban,urban,urban
36.56027777777778,136.65194444444444,jp17201560,unknown,urban,urban,urban,urban
54.194364,16.211228,openaq_7141,unknown,urban,urban,urban,urban
34.80246,113.67526,openaq_9682,unknown,urban,urban,urban,urban
36.054,120.2994,openaq_10251,unknown,urban,urban,urban,urban
51.529389,0.132857,openaq_225727,unknown,urban,urban,urban,urban
16.2386999997104,-61.5381,openaq_2697,unknown,urban,urban,urban,urban
34.9617,102.8914,openaq_43572,unknown,urban,urban,urban,urban
37.8933,-84.5892,openaq_1897,unknown,suburban,suburban,suburban,suburban
33.25388888888889,131.6822222222222,jp44201070,unknown,urban,urban,urban,urban
36.58583333333333,136.6263888888889,jp17201590,unknown,urban,urban,urban,urban
30.6961,111.2628,openaq_9136,unknown,urban,urban,urban,urban
31.5343,104.5648,openaq_43464,unknown,urban,urban,urban,urban
37.028055555555554,137.81833333333333,jp15563170,unknown,urban,urban,urban,urban
33.9325,133.07972222222222,jp38212040,unknown,suburban,suburban,suburban,suburban
20.558055555556,-101.20472222222,openaq_8064,unknown,urban,urban,urban,urban
34.91263,-80.874283,openaq_7507,unknown,suburban,rural,suburban,suburban
-23.22364548,-45.8908,openaq_5298,unknown,urban,urban,urban,urban
-37.1017342,147.592133,openaq_7452,unknown,rural,rural,rural,rural
51.3139288945411,4.40386813974961,BELSA04,unknown,urban,suburban,urban,urban
34.66111111111111,133.92138888888888,jp33201180,unknown,urban,urban,urban,urban
40.81916666666667,140.76222222222222,jp02201070,unknown,urban,urban,urban,urban
39.015,-122.286111,openaq_320,unknown,rural,rural,rural,rural
48.4658,129.4942,2254A,unknown,rural,rural,rural,rural
22.478,113.3528,openaq_43389,unknown,urban,urban,urban,urban
47.1130555550203,15.3391666666667,AT60135,unknown,suburban,suburban,suburban,suburban
32.44888888888889,130.07944444444445,jp43531040,unknown,rural,rural,rural,rural
35.20333333333333,136.97611111111112,jp23113010,unknown,urban,urban,urban,urban
52.9518,-66.9156,011001,unknown,rural,rural,rural,rural
35.83083333333334,139.65861111111113,jp11204530,unknown,urban,urban,urban,urban
35.141666666666666,136.8552777777778,jp23110010,unknown,urban,urban,urban,urban
48.186539,-117.049026,openaq_5091,unknown,suburban,suburban,suburban,suburban
47.3594250643074,15.0988832954809,openaq_2774,unknown,suburban,urban,suburban,suburban
59.86046,17.63789,openaq_10923,unknown,urban,urban,urban,urban
40.1269,113.2661,1725A,unknown,suburban,suburban,urban,urban
31.93,120.94,1171A,unknown,suburban,urban,urban,urban
41.3694,-111.0419,openaq_1843,unknown,rural,rural,rural,rural
48.089886,9.800325,openaq_4499,unknown,suburban,suburban,suburban,suburban
34.8731,108.9589,1925A,unknown,urban,urban,urban,urban
17.014167,99.821667,openaq_225627,unknown,urban,urban,urban,urban
22.6831,110.1945,openaq_43569,unknown,suburban,urban,urban,urban
33.62138888888889,132.50416666666666,jp38421010,unknown,rural,rural,rural,rural
27.963,116.3565,openaq_9523,unknown,suburban,urban,urban,urban
35.8325,-93.2192,openaq_2048,unknown,rural,rural,rural,rural
35.758395,-120.696445,openaq_2625,unknown,rural,rural,rural,rural
5.6408137,-0.1579063,openaq_11,unknown,urban,urban,urban,urban
36.95277777777778,140.8686111111111,jp07204090,unknown,urban,urban,urban,urban
31.7066,119.8598,openaq_43538,unknown,urban,urban,urban,urban
36.1547,113.1147,openaq_9101,unknown,urban,urban,urban,urban
31.1628,108.3872,openaq_223347,unknown,urban,urban,urban,urban
30.4663,106.6271,2545A,unknown,urban,urban,urban,urban
38.8638,121.6251,openaq_9912,unknown,urban,urban,urban,urban
-1.26614,36.66314,openaq_6317,unknown,suburban,suburban,suburban,suburban
-33.695038,18.989825,openaq_226049,unknown,urban,urban,urban,urban
33.1325,-96.7861,openaq_1335,unknown,suburban,suburban,suburban,suburban
38.7703,-99.7636,openaq_1783,unknown,rural,rural,rural,rural
8.426923,99.961469,openaq_225586,unknown,urban,urban,urban,urban
33.974722222222226,131.9297222222222,jp35210020,unknown,urban,urban,urban,urban
35.00111111111111,138.5227777777778,jp22204020,unknown,urban,urban,urban,urban
38.4902,-90.7052,openaq_1002,unknown,rural,suburban,rural,rural
25.444266,86.140169,openaq_306252,unknown,suburban,suburban,urban,suburban
31.7886,116.5567,openaq_10403,unknown,suburban,suburban,suburban,suburban
43.4452777694639,-7.91805555,openaq_221945,unknown,rural,rural,rural,rural
47.8374309994659,1.944611,openaq_5695,unknown,urban,suburban,urban,suburban
48.678069,9.227769,openaq_4498,unknown,suburban,suburban,suburban,suburban
34.833333333333336,134.57805555555555,jp28464010,unknown,urban,urban,urban,urban
35.22555555555556,138.63694444444442,jp22207060,unknown,urban,urban,urban,urban
59.9169444,10.766,openaq_225293,unknown,urban,urban,urban,urban
35.81888888888889,139.67305555555555,jp11224010,unknown,urban,urban,urban,urban
